,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
504.1244543430822,,,,,,,,,"[41.0, 13.5]",
504.6954189725398,,,,,,,"[35.75, 21.0]",,,
507.1244543430822,,,,,,,,,"[41.0, 10.5]",
509.6244543430822,,,,,,,,,"[39.0, 9.0]",
510.48179454000183,,,,"[28.0, 15.0]",,,,,,
510.67759804960195,,,,,"[24, 9.0]",,,,,
512.4481628369753,,,,,,"[20.75, 9.0]",,,,
515.2288254553597,,,,,,,,,,"(0, 0)"
517.0748373756797,,,,,,,"[44.25, 12.0]",,,
517.1048122712886,,,"[19.5, 10.5]",,,,,,,
517.9817945400018,,,,"[32.5, 21.0]",,,,,,
525.7619704040022,,"[19.5, 10.5]",,,,,,,,
529.7317945400018,,,,"[44.25, 21.0]",,,,,,
530.448638220797,"(0, 0)",,,,,,,,,
530.8316538678773,,,,,,,"[31.25, 16.5]",,,
533.3112498058209,,,,"[47.5, 19.5]",,,,,,
533.7440219166452,,,,,,,,,,"[15.25, 10.5]"
535.0659102933423,,,,,,"(0, 0)",,,,
536.3096092855545,,,,,"(0, 0)",,,,,
537.2530991697146,,,,,,,,"(0, 0)",,
537.8268989160159,,"[20.75, 22.5]",,,,,,,,
539.2520468616386,,,"(0, 0)",,,,,,,
539.4629921186934,,,,,,,"[22.75, 15.0]",,,
542.0576776480889,,,,"[52.0, 12.0]",,,,,,
542.3268989160159,,"[20.75, 18.0]",,,,,,,,
542.4940219166452,,,,,,,,,,"[24, 10.5]"
547.251327816914,,"[22.75, 13.5]",,,,,,,,
549.6494465354613,,,,,,,,,"(0, 0)",
550.501327816914,,"[24, 10.5]",,,,,,,,
552.001327816914,,"[24, 12.0]",,,,,,,,
553.1594793036761,,,,"[41.0, 10.5]",,,,,,
555.7682956310001,,,,,,,,"[15.25, 10.5]",,
557.6836577497094,,,,,,"[20.75, 9.0]",,,,
559.501327816914,,"[24, 19.5]",,,,,,,,
560.4653002604042,"[26, 15.0]",,,,,,,,,
563.7303510609332,,,,,,"[26, 6.0]",,,,
564.3887654557834,,,,,,,,"[19.5, 18.0]",,
566.7129921186934,,,,,,,"(0, 0)",,,
566.7727017090101,,,,,"[28.0, 12.0]",,,,,
567.9653002604042,"[26, 22.5]",,,,,,,,,
567.9682207216025,,,,,,,,"[22.75, 19.5]",,
568.6903957115047,,,,,,,,,,"(0, 0)"
570.4653002604042,"[24, 21.0]",,,,,,,,,
570.744984698745,,,,"[24, 6.0]",,,,,,
571.6282606525489,,"[35.75, 16.5]",,,,,,,,
573.2727017090101,,,,,"[34.5, 12.0]",,,,,
575.1679362019836,,,,"[20.75, 9.0]",,,,,,
575.3703038306604,,,,,,,,,"[22.75, 12.0]",
575.4803510609332,,,,,,"[37.75, 6.0]",,,,
578.7303510609332,,,,,,"[39.0, 9.0]",,,,
579.9435337410732,,,,,"[41.0, 10.5]",,,,,
580.9653002604042,"[24, 10.5]",,,,,,,,,
581.2303510609332,,,,,,"[41.0, 10.5]",,,,
585.4653002604042,"[24, 6.0]",,,,,,,,,
