,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
175.98478780642148,,,"(22.75, 12.0)",,,,,,,
177.59139832915668,"(39.0, 12.0)",,,,,,,,,
177.93735022539815,,,"(24, 13.5)",,,,,,,
178.1906408242613,,,,,,,"(44.25, 12.0)",,,
178.83842674869172,,,,,,,,"(24, 19.5)",,
180.0949768090173,,,,,,,,,,"(20.75, 16.5)"
181.05192345776186,,,,"(0, 0)",,,,,,
181.19194333407418,,"(20.75, 22.5)",,,,,,,,
182.61359232749982,,,,,,,"(47.5, 9.0)",,,
183.14450575305085,,"(19.5, 21.0)",,,,,,,,
185.58536283746795,,,,,"(22.75, 12.0)",,,,,
186.0949768090173,,,,,,,,,,"(20.75, 10.5)"
187.13533945561943,,,,,,,,,"(20.75, 16.5)",
187.83842674869172,,,,,,,,"(24, 10.5)",,
188.83536283746795,,,,,"(24, 9.0)",,,,,
189.50846678372977,,"(24, 16.5)",,,,,,,,
191.4178820145108,,,,,,,,"(20.75, 9.0)",,
192.50846678372977,,"(24, 13.5)",,,,,,,,
193.7468927505602,"(24, 6.0)",,,,,,,,,
194.4178820145108,,,,,,,,"(20.75, 6.0)",,
195.50846678372977,,"(24, 10.5)",,,,,,,,
196.33536283746795,,,,,"(24, 16.5)",,,,,
198.41727817362755,"(22.75, 10.5)",,,,,,,,,
199.0421398280586,,,,,,"(0, 0)",,,,
199.48961228765046,,,"(45.5, 15.0)",,,,,,,
200.43289568462782,,"(26, 6.0)",,,,,,,,
200.60736471012672,,,,,"(28.0, 18.0)",,,,,
202.91727817362755,"(22.75, 15.0)",,,,,,,,,
203.98961228765046,,,"(45.5, 19.5)",,,,,,,
206.0156916233227,,,,,"(32.5, 21.0)",,,,,
206.48961228765046,,,"(47.5, 21.0)",,,,,,,
206.52282944909155,"(20.75, 12.0)",,,,,,,,,
207.56253454087346,,,,"(20.75, 16.5)",,,,,,
209.3503525316325,,,,,,,,,,"(0, 0)"
211.47577404028308,,,,,"(37.75, 19.5)",,,,,
213.64595053873103,,,,,,,,,"(22.75, 13.5)",
215.23604012991842,,,"(52.0, 13.5)",,,,,,,
216.01793988480367,,,,,,,,"(0, 0)",,
218.14595053873103,,,,,,,,,"(22.75, 18.0)",
219.65899163315694,,,"(48.75, 10.5)",,,,,,,
220.43749820475054,,,,,"(45.5, 15.0)",,,,,
221.39595053873103,,,,,,,,,"(24, 21.0)",
222.14118903072023,,"(47.5, 9.0)",,,,,,,,
230.49286282412046,"(0, 0)",,,,,,,,,
230.95870583445105,,,,,,,"(0, 0)",,,
231.4975871219826,,,,,,,,,,"(19.5, 10.5)"
231.89595053873103,,,,,,,,,"(24, 10.5)",
232.74524396145935,,,"(35.75, 9.0)",,,,,,,
234.07314562398506,,,,"(45.5, 15.0)",,,,,,
236.82037943962908,,,,,,,,,"(26, 6.0)",
237.4946714797182,,,,,,,,"(19.5, 9.0)",,
245.52139876584036,,,,"(35.75, 21.0)",,,,,,
247.1208263330032,,,,,"(19.5, 21.0)",,,,,
249.07338875197988,,,,,"(20.75, 22.5)",,,,,
249.4946714797182,,,,,,,,"(19.5, 21.0)",,
250.58399175443003,,,,,,"(50.75, 9.0)",,,,
252.08399175443003,,,,,,"(50.75, 10.5)",,,,
253.6448217123327,,,,,,,,,,"(0, 0)"
253.69529012797628,,,,"(39.0, 13.5)",,,,,,
254.0365541734067,,,,,,"(52.0, 9.0)",,,,
255.04557230751183,,,,,,,,"(22.75, 16.5)",,
259.5733887519799,,,,,"(20.75, 12.0)",,,,,
262.20448283915,,,,,,,,"(29.25, 13.5)",,
263.8804976950987,,,,,,,,,"(52.0, 13.5)",
265.70221408804554,,,,,"(19.5, 6.0)",,,,,
269.610708830358,,,"(0, 0)",,,,,,,
270.48630253767146,,"(0, 0)",,,,,,,,
270.5882402753198,,,,,,,"(34.5, 19.5)",,,
272.94284863660727,,,,,,,,"(39.0, 9.0)",,
279.1395482199416,"(47.5, 10.5)",,,,,,,,,
280.2090588300115,,,,,,"(26, 6.0)",,,,
281.1141227591377,,,,,,,,,,"(20.75, 18.0)"
283.43810491070667,,,,,,,,,"(32.5, 15.0)",
286.1044198511487,,,,,"(0, 0)",,,,,
287.92617270037897,,,,,,,,"(45.5, 22.5)",,
293.5807422053869,,,"(20.75, 12.0)",,,,,,,
294.45633591270035,,"(20.75, 12.0)",,,,,,,,
294.9657396045691,,,,"(0, 0)",,,,,,
295.18810491070667,,,,,,,,,"(20.75, 15.0)",
301.8580977880467,,,,,,,,,,"(41.0, 22.5)"
305.43755305386577,,,,,,,,,,"(44.25, 21.0)"
306.8923869582642,,,,,,"(20.75, 9.0)",,,,
308.3923869582642,,,,,,"(20.75, 10.5)",,,,
309.8923869582642,,,,,,"(20.75, 12.0)",,,,
310.2177747161885,,,,,,,"(22.75, 15.0)",,,
311.3923869582642,,,,,,"(20.75, 13.5)",,,,
311.82527714634784,,,,,"(22.75, 12.0)",,,,,
317.0414467481666,,,,,,,"(19.5, 21.0)",,,
317.5507755804158,,,"(19.5, 10.5)",,,,,,,
318.42636928772924,,"(35.75, 16.5)",,,,,,,,
318.99584012113695,,,,,,"(19.5, 21.0)",,,,
319.0507755804158,,,"(19.5, 12.0)",,,,,,,
320.7920596833585,,,,,,,,,"(0, 0)",
321.2914467481666,,,,,,,"(15.25, 21.0)",,,
325.0507755804158,,,"(19.5, 18.0)",,,,,,,
326.3989786472802,,"(41.0, 10.5)",,,,,,,,
327.7862336157628,"(24, 21.0)",,,,,,,,,
329.7941920706684,,,"(24, 16.5)",,,,,,,
331.7914467481666,,,,,,,"(15.25, 10.5)",,,
337.546134441547,,,,,"(41.0, 10.5)",,,,,
337.640369483906,,,"(31.25, 19.5)",,,,,,,
338.2838429712849,,"(52.0, 6.0)",,,,,,,,
338.6854083132209,,,,,,,,"(22.75, 19.5)",,
340.546134441547,,,,,"(41.0, 13.5)",,,,,
340.7041334672294,,,,,,"(41.0, 18.0)",,,,
342.8745070694079,,,,"(45.5, 15.0)",,,,,,
344.6854083132209,,,,,,,,"(22.75, 13.5)",,
347.24602913975576,,,,,,,,,"(22.75, 13.5)",
349.08862262576133,,,"(41.0, 13.5)",,,,,,,
349.3557937362882,,,,,,,,"(24, 18.0)",,
349.5500364737064,,,,,,"(34.5, 12.0)",,,,
350.30664320945215,,,,,,,"(0, 0)",,,
351.546134441547,,,,,"(52.0, 13.5)",,,,,
354.41777865563284,,,,,,,,,,"(24, 10.5)"
356.9943167761823,,,"(47.5, 18.0)",,,,,,,
358.3557937362882,,,,,,,,"(24, 9.0)",,
359.3422075565309,,,,,,,,,,"(26, 6.0)"
359.67667105396674,"(0, 0)",,,,,,,,,
362.7433112756652,,,,,,"(22.75, 6.0)",,,,
364.4943167761823,,,"(47.5, 10.5)",,,,,,,
366.88881781922623,,,,,,,,"(31.25, 13.5)",,
367.2433112756652,,,,,,"(22.75, 10.5)",,,,
368.7433112756652,,,,,,"(22.75, 12.0)",,,,
368.9943167761823,,,"(47.5, 6.0)",,,,,,,
372.4387168573232,,,,,"(32.5, 21.0)",,,,,
372.92439066581926,,,,,,,"(20.75, 9.0)",,,
373.699998596153,,,,,,,,,"(22.75, 12.0)",
374.38881781922623,,,,,,,,"(35.75, 19.5)",,
375.12314211224793,,,"(48.75, 12.0)",,,,,,,
377.8371392947126,,,,,,,,,,"(44.25, 9.0)"
378.4752914936129,,,,,,,"(24, 13.5)",,,
381.28461986380023,,,,,"(26, 15.0)",,,,,
381.992270982099,,,,,,,,"(34.5, 12.0)",,
382.699998596153,,,,,,,,,"(22.75, 21.0)",
383.3880401225062,,,,,,,,,,"(41.0, 13.5)"
386.2090487646983,,,,,"(24, 19.5)",,,,,
386.6380401225062,,,,,,,,,,"(37.75, 13.5)"
387.37038401922035,,,,,,,,,"(24, 16.5)",
388.6631030141622,,,,,,,,"(41.0, 10.5)",,
388.87038401922035,,,,,,,,,"(24, 18.0)",
390.62885228449454,,"(0, 0)",,,,,,,,
390.78327453424674,,,,"(28.0, 15.0)",,,,,,
391.5671084921707,"(24, 21.0)",,,,,,,,,
392.4148933530635,,,,,,,"(35.75, 21.0)",,,
394.46416857086433,,,,,,"(0, 0)",,,,
396.7090487646983,,,,,"(24, 9.0)",,,,,
398.28327453424674,,,,"(32.5, 21.0)",,,,,,
401.16637539845874,,,"(22.75, 10.5)",,,,,,,
404.79431175620346,,,,,,,"(44.25, 12.0)",,,
405.21894429856826,,,,,,,,,,"(20.75, 21.0)"
410.03327453424674,,,,"(44.25, 21.0)",,,,,,
410.37038401922035,,,,,,,,,"(45.5, 18.0)",
412.7760868748446,,"(19.5, 10.5)",,,,,,,,
412.9810316466983,,,,,,,,,,"(22.75, 13.5)"
413.61272980006584,,,,"(47.5, 19.5)",,,,,,
414.4810316466983,,,,,,,,,,"(22.75, 12.0)"
414.87038401922035,,,,,,,,,"(45.5, 22.5)",
417.08191602723144,,,,,,"(20.75, 9.0)",,,,
418.5511282484011,,,,,,,"(31.25, 16.5)",,,
422.3410600006509,,,,,"(0, 0)",,,,,
422.3591576423338,,,,"(52.0, 12.0)",,,,,,
423.45754593037464,"(26, 15.0)",,,,,,,,,
423.6168118614883,,,,,,,,,"(41.0, 15.0)",
424.84101538685826,,"(20.75, 22.5)",,,,,,,,
425.1168118614883,,,,,,,,,"(41.0, 13.5)",
426.2225622591924,,,"(0, 0)",,,,,,,
427.1824664992171,,,,,,,"(22.75, 15.0)",,,
428.1168118614883,,,,,,,,,"(41.0, 10.5)",
429.34101538685826,,"(20.75, 18.0)",,,,,,,,
430.6168118614883,,,,,,,,,"(39.0, 9.0)",
430.95754593037464,"(26, 22.5)",,,,,,,,,
430.98626452178115,,,,,,,,"(0, 0)",,
433.45754593037464,"(24, 21.0)",,,,,,,,,
433.4609592979211,,,,"(41.0, 10.5)",,,,,,
434.26544428775634,,"(22.75, 13.5)",,,,,,,,
437.51544428775634,,"(24, 10.5)",,,,,,,,
439.01544428775634,,"(24, 12.0)",,,,,,,,
439.69966348359856,,,,,,"(0, 0)",,,,
440.20188894189744,,,,,,,,,,"(0, 0)"
443.95754593037464,"(24, 10.5)",,,,,,,,,
446.51544428775634,,"(24, 19.5)",,,,,,,,
448.36979684954247,,,"(19.5, 10.5)",,,,,,,
448.45754593037464,"(24, 6.0)",,,,,,,,,
449.5014609830667,,,,,,,,"(15.25, 10.5)",,
451.04646469299007,,,,"(24, 6.0)",,,,,,
452.8041524241065,,,,,"(28.0, 12.0)",,,,,
454.4324664992171,,,,,,,"(47.5, 6.0)",,,
455.4694161962286,,,,"(20.75, 9.0)",,,,,,
456.0609990932474,"(22.75, 13.5)",,,,,,,,,
457.5609990932474,"(22.75, 15.0)",,,,,,,,,
458.12193080785005,,,,,,,,"(19.5, 18.0)",,
458.64237712339127,,"(35.75, 16.5)",,,,,,,,
458.717085403183,,,,,,,,,,"(15.25, 10.5)"
459.3041524241065,,,,,"(34.5, 12.0)",,,,,
461.70138607366914,,,,,,,,"(22.75, 19.5)",,
462.31741093996567,,,,,,"(20.75, 9.0)",,,,
463.5609990932474,"(22.75, 21.0)",,,,,,,,,
465.9749844561697,,,,,"(41.0, 10.5)",,,,,
466.8109990932474,"(19.5, 21.0)",,,,,,,,,
467.467085403183,,,,,,,,,,"(24, 10.5)"
468.3641042511896,,,,,,"(26, 6.0)",,,,
470.0609990932474,"(20.75, 18.0)",,,,,,,,,
470.51703143989255,,,"(47.5, 10.5)",,,,,,,
470.6418040538673,,,,,,,,,"(0, 0)",
478.08716365259573,,,,"(0, 0)",,,,,,
479.0609990932474,"(20.75, 9.0)",,,,,,,,,
479.51703143989255,,,"(47.5, 19.5)",,,,,,,
480.1141042511896,,,,,,"(37.75, 6.0)",,,,
483.3641042511896,,,,,,"(39.0, 9.0)",,,,
485.8641042511896,,,,,,"(41.0, 10.5)",,,,
487.01703143989255,,,"(52.0, 13.5)",,,,,,,
491.66490555987104,,,,,,,,"(37.75, 18.0)",,
493.66345919804246,,,,,,,,,,"(0, 0)"
496.16490555987104,,,,,,,,"(37.75, 13.5)",,
496.36266134906646,,,,,,,,,"(22.75, 12.0)",
498.01638504740123,,"(22.75, 15.0)",,,,,,,,
498.16490555987104,,,,,,,,"(35.75, 13.5)",,
500.3586955040189,,,"(39.0, 16.5)",,,,,,,
501.6787465496145,"(0, 0)",,,,,,,,,
502.3099142173234,,,,,,,"(0, 0)",,,
504.14521038346686,,"(24, 21.0)",,,,,,,,
505.66490555987104,,,,,,,,"(35.75, 21.0)",,
505.84534545387766,,,,,,"(24, 21.0)",,,,
508.29814596378867,,,,,"(22.75, 6.0)",,,,,
509.85192400113294,,,,"(28.0, 15.0)",,,,,,
510.4697657038036,,"(26, 15.0)",,,,,,,,
511.54814596378867,,,,,"(24, 9.0)",,,,,
513.9752906291684,,,,,,,,"(28.0, 18.0)",,
514.0753169792675,,"(28.0, 18.0)",,,,,,,,
516.0191552673847,,,"(24, 21.0)",,,,,,,
517.5191552673847,,,"(24, 19.5)",,,,,,,
517.8453454538776,,,,,,"(24, 9.0)",,,,
519.0191552673847,,,"(24, 18.0)",,,,,,,
519.9960879185645,,,,,,,,"(24, 13.5)",,
521.9794689863012,,,,,"(31.25, 16.5)",,,,,
522.0835186442656,,,,,,,,,"(0, 0)",
522.2691552673847,,,"(22.75, 15.0)",,,,,,,
522.9960879185645,,,,,,,,"(24, 10.5)",,
524.7691552673847,,,"(20.75, 13.5)",,,,,,,
525.4842464290334,,,,,,,,,,"(31.25, 6.0)"
526.2799475923523,,,,,,,"(20.75, 12.0)",,,
527.16156930757,,"(41.0, 19.5)",,,,,,,,
527.6664733416319,,,,,,,,"(22.75, 6.0)",,
527.7799475923523,,,,,,,"(20.75, 13.5)",,,
529.2691552673847,,,"(20.75, 9.0)",,,,,,,
533.6664733416319,,,,,,,,"(22.75, 12.0)",,
536.2294689863012,,,,,"(45.5, 16.5)",,,,,
536.6664733416319,,,,,,,,"(22.75, 15.0)",,
539.6915333937117,,"(52.0, 13.5)",,,,,,,,
540.3621771245139,,,,,,,"(32.5, 18.0)",,,
540.8618104931093,"(37.75, 10.5)",,,,,,,,,
540.9458925250997,,,,,,,,,,"(45.5, 12.0)"
541.6166843496701,,,,"(0, 0)",,,,,,
542.4458925250997,,,,,,,,,,"(45.5, 13.5)"
542.6664733416319,,,,,,,,"(22.75, 21.0)",,
543.4773566898302,,,,,,"(20.75, 13.5)",,,,
544.9773566898302,,,,,,"(20.75, 12.0)",,,,
545.9164733416319,,,,,,,,"(19.5, 21.0)",,
548.7668467725183,,,,,,,,,"(26, 6.0)",
550.6118104931093,"(47.5, 10.5)",,,,,,,,,
551.4458925250997,,,,,,,,,,"(45.5, 22.5)"
551.8869027237517,,,"(0, 0)",,,,,,,
551.9924479938542,,"(42.25, 6.0)",,,,,,,,
557.2439841008411,,,,,,,,"(15.25, 10.5)",,
558.9458925250997,,,,,,,,,,"(41.0, 16.5)"
559.5715498368124,,,,,,,"(47.5, 6.0)",,,
560.4458925250997,,,,,,,,,,"(41.0, 15.0)"
561.7424479938542,,"(32.5, 6.0)",,,,,,,,
561.7439841008411,,,,,,,,"(15.25, 6.0)",,
562.706448631969,,,,,,,,,"(37.75, 13.5)",
564.5131906333808,,,,"(19.5, 12.0)",,,,,,
566.812348183656,,,,,"(15.25, 21.0)",,,,,
566.9308944134768,"(31.25, 12.0)",,,,,,,,,
568.9473900648592,,,,,,"(0, 0)",,,,
569.6008092369,,,,,,,,,,"(35.75, 22.5)"
570.2424479938542,,"(24, 6.0)",,,,,,,,
572.9775877247007,"(26, 15.0)",,,,,,,,,
573.5131906333808,,,,"(19.5, 21.0)",,,,,,
576.5380248255921,,,,,,,,,"(24, 15.0)",
577.7631906333808,,,,"(15.25, 21.0)",,,,,,
578.1318607174135,,,,,,,,"(0, 0)",,
582.3499951472074,,,"(28.0, 12.0)",,,,,,,
585.9198931572676,,,,,,,,,,"(19.5, 21.0)"
588.369792351179,,,,"(22.75, 13.5)",,,,,,
592.7654308521946,,,,,"(0, 0)",,,,,
594.0937845194035,,,,,,,,,,"(22.75, 13.5)"
594.4986176872446,,,,"(24, 19.5)",,,,,,
594.6682473600583,,,,,,"(22.75, 12.0)",,,,
594.9810817475601,,"(0, 0)",,,,,,,,
595.9182473600583,,,,,,"(24, 12.0)",,,,
601.7486176872446,,,,"(31.25, 19.5)",,,,,,
601.9076023628154,,,"(47.5, 10.5)",,,,,,,
602.1018940924424,,,,,,,,"(20.75, 12.0)",,
602.9942497643079,"(47.5, 22.5)",,,,,,,,,
604.8399682217619,,,,,,,,,"(22.75, 12.0)",
607.4489975549187,,,,,,,"(19.5, 21.0)",,,
611.9489975549187,,,,,,,"(19.5, 16.5)",,,
614.4087978262642,,,,,,,,,"(19.5, 21.0)",
616.293339811556,,,,,"(22.75, 6.0)",,,,,
616.6193829779861,,,,,,,"(20.75, 21.0)",,,
617.5988292039272,,"(20.75, 9.0)",,,,,,,,
619.6089628410226,,,,,,"(47.5, 9.0)",,,,
619.8171247394602,,,,,,,,,"(24, 18.0)",
620.5477539758008,,,,,,,,,,"(34.5, 12.0)"
620.5968258306241,,,,,,,,"(39.0, 9.0)",,
620.7880504519044,,,,"(48.75, 12.0)",,,,,,
621.1089628410226,,,,,,"(47.5, 10.5)",,,,
622.0988292039272,,"(20.75, 13.5)",,,,,,,,
623.4226760149241,,,,,,,,,"(26, 15.0)",
624.3814703261161,,,,,,,"(22.75, 13.5)",,,
624.5988292039272,,"(22.75, 15.0)",,,,,,,,
625.77934826409,,,,,,"(48.75, 6.0)",,,,
625.8814703261161,,,,,,,"(22.75, 12.0)",,,
626.5477539758008,,,,,,,,,,"(34.5, 18.0)"
626.6849652452722,"(24, 19.5)",,,,,,,,,
629.6849652452722,"(24, 16.5)",,,,,,,,,
630.7037771649881,,,,,,"(50.75, 10.5)",,,,
632.6849652452722,"(24, 13.5)",,,,,,,,,
634.3536423228217,,,,,,,,"(52.0, 13.5)",,
634.6375276642489,"(22.75, 15.0)",,,,,,,,,
636.0049055470857,,,,,,,,,"(37.75, 19.5)",
637.6375276642489,"(22.75, 12.0)",,,,,,,,,
639.1375276642489,"(22.75, 10.5)",,,,,,,,,
639.8212487709175,,,,,"(47.5, 21.0)",,,,,
639.8894180399271,,,,,,,,,,"(47.5, 21.0)"
641.8055788205753,,,,,,"(44.25, 19.5)",,,,
642.3212487709175,,,,,"(45.5, 19.5)",,,,,
643.6375276642489,"(22.75, 6.0)",,,,,,,,,
644.3159594112658,,,,"(26, 6.0)",,,,,,
645.8696153755602,,,,,,,,,"(47.5, 21.0)",
647.3564796483689,,,,,,"(41.0, 15.0)",,,,
649.2972864567001,,,,,,,,"(37.75, 18.0)",,
649.5659594112658,,,,"(20.75, 6.0)",,,,,,
650.5542877586365,,,"(24, 9.0)",,,,,,,
651.6023276213152,,,,,,,"(0, 0)",,,
651.8488292039272,,"(24, 19.5)",,,,,,,,
652.0712487709175,,,,,"(35.75, 19.5)",,,,,
653.3488292039272,,"(24, 18.0)",,,,,,,,
660.8488292039272,,"(24, 10.5)",,,,,,,,
661.217660853731,,,,,,,,,"(44.25, 6.0)",
663.217660853731,,,,,,,,,"(42.25, 6.0)",
665.1208310765859,,"(28.0, 9.0)",,,,,,,,
665.828065263115,,,,,"(22.75, 15.0)",,,,,
666.7745905333295,,,,,,,,,,"(22.75, 10.5)"
667.1654366236103,"(0, 0)",,,,,,,,,
667.328065263115,,,,,"(22.75, 13.5)",,,,,
667.6619592043902,,,,,,"(20.75, 13.5)",,,,
671.1660172815587,,,,"(44.25, 10.5)",,,,,,
673.0188087456874,,,,,,,,,"(34.5, 12.0)",
674.9315184259879,,,,,"(24, 21.0)",,,,,
676.1862989945892,,,"(0, 0)",,,,,,,
678.4351433513127,,,,,,,"(24, 12.0)",,,
679.4315184259879,,,,,"(24, 16.5)",,,,,
