,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
1526.182122224172,,,,,"(0, 0)",,,,,
1528.3993786707617,,"(44.25, 12.0)",,,,,,,,
1529.6110589187176,,,,,,"(0, 0)",,,,
1530.3993786707617,,"(42.25, 12.0)",,,,,,,,
1531.4751283815176,,,,,,,,"(29.25, 10.5)",,
1535.794520745544,,,,,,,"(0, 0)",,,
1536.6623927011933,,,"(20.75, 9.0)",,,,,,,
1540.1064666323336,,,,,,,,"(37.75, 9.0)",,
1541.3862674667268,,,,,,,,,"(39.0, 9.0)",
1543.8862674667268,,,,,,,,,"(41.0, 10.5)",
1545.6623927011933,,,"(20.75, 18.0)",,,,,,,
1547.9927367817209,,,,"(24, 16.5)",,,,,,
1548.7525462954554,"(19.5, 12.0)",,,,,,,,,
1549.2418479670123,,,"(24, 19.5)",,,,,,,
1550.709939498705,,,,,,,,,"(37.75, 16.5)",
1551.8141334601246,,,,,"(24, 9.0)",,,,,
1551.8458235142075,,,,,,,,"(32.5, 19.5)",,
1552.669890549236,,,,,,,,,,"(20.75, 18.0)"
1555.2418479670123,,,"(24, 13.5)",,,,,,,
1555.4927367817209,,,,"(24, 9.0)",,,,,,
1555.919890549236,,,,,,,,,,"(19.5, 21.0)"
1557.1473985447462,,,,,,"(24, 13.5)",,,,
1560.1631222047881,,,,"(22.75, 13.5)",,,,,,
1560.3458235142075,,,,,,,,"(24, 19.5)",,
1560.419890549236,,,,,,,,,,"(24, 21.0)"
1561.5153780407434,,,,,,,"(22.75, 12.0)",,,
1561.8458235142075,,,,,,,,"(24, 18.0)",,
1563.9032143006636,,,,,,,,,"(26, 22.5)",
1564.7653780407434,,,,,,,"(24, 9.0)",,,
1566.2653780407434,,,,,,,"(24, 10.5)",,,
1567.4826695664826,,,,,,,,,"(22.75, 21.0)",
1567.7653780407434,,,,,,,"(24, 12.0)",,,
1568.337013566924,,,,"(19.5, 21.0)",,,,,,
1571.0882208419466,,,,,,,,,"(20.75, 18.0)",
1571.0958235142075,,,,,,,,"(15.25, 21.0)",,
1571.649052579166,"(0, 0)",,,,,,,,,
1574.0882208419466,,,,,,,,,"(20.75, 15.0)",
1574.08993336108,,,,,,,"(26, 6.0)",,,
1574.3204726917445,,"(0, 0)",,,,,,,,
1574.972851489388,,,"(42.25, 6.0)",,,,,,,
1575.9404667297968,,,,"(20.75, 13.5)",,,,,,
1577.3608055572784,,,,,,,,"(20.75, 18.0)",,
1577.4461446960772,,,,,"(0, 0)",,,,,
1580.3608055572784,,,,,,,,"(20.75, 15.0)",,
1582.2276311399964,,,,,,,,,"(15.25, 21.0)",
1582.8608055572784,,,,,,,,"(22.75, 13.5)",,
1583.9584227889488,,,,,,,,,,"(44.25, 9.0)"
1584.6837381707749,,,,,,"(0, 0)",,,,
1587.2832081630388,,,,,,,"(37.75, 12.0)",,,
1587.7888571073643,,,"(37.75, 18.0)",,,,,,,
1590.3608055572784,,,,,,,,"(22.75, 6.0)",,
1591.4776311399964,,,,,,,,,"(24, 18.0)",
1591.7832081630388,,,,,,,"(42.25, 12.0)",,,
1594.2668000355332,"(20.75, 9.0)",,,,,,,,,
1597.216978975455,,"(19.5, 12.0)",,,,,,,,
1600.6955167196472,,,,"(0, 0)",,,,,,
1603.4776311399964,,,,,,,,,"(24, 6.0)",
1603.9567557791888,,,,,"(20.75, 16.5)",,,,,
1604.7276311399964,,,,,,,,,"(22.75, 6.0)",
1608.4567557791888,,,,,"(20.75, 21.0)",,,,,
1611.1303655769846,,,,,,,"(26, 22.5)",,,
1612.0362110450078,,,,,"(24, 19.5)",,,,,
1613.5362110450078,,,,,"(24, 21.0)",,,,,
1613.8887145166398,,,,,,,,"(0, 0)",,
1616.0362110450078,,,,,"(26, 22.5)",,,,,
1616.8845474919003,"(37.75, 13.5)",,,,,,,,,
1620.1134852591656,,"(22.75, 6.0)",,,,,,,,
1621.3074989951388,"(34.5, 16.5)",,,,,,,,,
1625.3046995084883,,,,,,"(37.75, 15.0)",,,,
1627.6134852591656,,"(22.75, 13.5)",,,,,,,,
1628.2555400993579,,,,,,,,,"(0, 0)",
1628.735666505267,,,,"(26, 10.5)",,,,,,
1629.11440245942,,,,,,,,,,"(22.75, 13.5)"
1629.6106516647478,,,"(22.75, 12.0)",,,,,,,
1632.2276638290596,"(24, 19.5)",,,,,,,,,
1633.7276638290596,"(24, 21.0)",,,,,,,,,
1635.1134852591656,,"(22.75, 21.0)",,,,,,,,
1635.2455837573063,,,,,"(41.0, 10.5)",,,,,
1635.4064985373302,,,,"(32.5, 12.0)",,,,,,
1637.2141048276205,,,"(24, 19.5)",,,,,,,
1637.288293821556,,,,,,,,,,"(19.5, 21.0)"
1638.2276638290596,"(19.5, 21.0)",,,,,,,,,
1642.6134852591656,,"(15.25, 21.0)",,,,,,,,
1644.9662385492907,,,,,,,,"(29.25, 10.5)",,
1645.1102935857807,,,,,"(50.75, 9.0)",,,,,
1645.5142280708928,,,,,,,"(15.25, 21.0)",,,
1645.8258315294177,,,,"(37.75, 21.0)",,,,,,
1646.2141048276205,,,"(24, 10.5)",,,,,,,
1647.7964934335619,"(22.75, 12.0)",,,,,,,,,
1649.7642280708928,,,,,,,"(19.5, 21.0)",,,
1651.0142280708928,,,,,,,"(20.75, 21.0)",,,
1651.1385337285185,,,"(26, 6.0)",,,,,,,
1651.491125711448,,"(24, 19.5)",,,,,,,,
1653.6073777419235,,,,,,,,,,"(35.75, 22.5)"
1657.3387833912295,,,,,,,"(22.75, 15.0)",,,
1658.8387833912295,,,,,,,"(22.75, 13.5)",,,
1660.4310497739016,,,,,,,,,,"(39.0, 16.5)"
1661.6385337285185,,,"(26, 16.5)",,,,,,,
1662.9310497739016,,,,,,,,,,"(41.0, 15.0)"
1663.33648345193,,"(35.75, 21.0)",,,,,,,,
1665.9256608462017,,,,,,"(19.5, 21.0)",,,,
1667.6385337285185,,,"(26, 22.5)",,,,,,,
1667.8782232651783,,,,,,"(20.75, 22.5)",,,,
1668.2805322917368,,,,,,,,,"(39.0, 9.0)",
1670.0414487936728,,,,,"(26, 6.0)",,,,,
1671.7769527803787,,,,,,,,,,"(47.5, 9.0)"
1671.967821702746,,"(44.25, 22.5)",,,,,,,,
1672.8885337285185,,,"(31.25, 22.5)",,,,,,,
1673.5173507287611,"(0, 0)",,,,,,,,,
1676.0437625819416,,,,,,,,"(15.25, 9.0)",,
1681.3782232651783,,,,,,"(20.75, 9.0)",,,,
1685.2927528476268,,,,,,,"(0, 0)",,,
1685.7045393464948,,,"(35.75, 10.5)",,,,,,,
1686.9511457665178,,"(37.75, 9.0)",,,,,,,,
1689.0237770824183,,,,"(26, 10.5)",,,,,,
1689.2839946123138,,,"(39.0, 9.0)",,,,,,,
1693.7514586489062,,,,,,,,"(0, 0)",,
1696.1350981851283,"(20.75, 9.0)",,,,,,,,,
1696.7247769219255,,,,,"(20.75, 9.0)",,,,,
1698.6946514190067,,,,,,,,,,"(20.75, 6.0)"
1698.8884869108927,,,,"(35.75, 12.0)",,,,,,
1699.4850974938654,,,"(48.75, 12.0)",,,,,,,
1703.9959707215455,,,,,,"(0, 0)",,,,
1708.3055244841157,,,,,,,,,"(45.5, 19.5)",
1708.7897054339392,,,,,"(19.5, 21.0)",,,,,
1711.1894015110352,,,,"(45.5, 19.5)",,,,,,
1711.459154715871,,,,,,,,"(15.25, 9.0)",,
1711.9760809758795,,,,,,,"(26, 6.0)",,,
1713.9760809758795,,,,,,,"(28.0, 6.0)",,,
1714.4394015110352,,,,"(44.25, 22.5)",,,,,,
1716.1993511860392,,,,,,,,,"(37.75, 21.0)",
1717.536133276207,,,,,"(24, 13.5)",,,,,
1719.0427047094734,,,"(29.25, 13.5)",,,,,,,
1720.2947092892996,,,,,,,,,,"(0, 0)"
1722.9271212517053,"(47.5, 10.5)",,,,,,,,,
1725.377835226871,,,,,,,"(39.0, 9.0)",,,
1725.7591668446403,,"(0, 0)",,,,,,,,
1726.7556777334999,,,,,"(26, 22.5)",,,,,
1727.3500727549438,"(44.25, 13.5)",,,,,,,,,
1728.7346044752514,,,,,,"(24, 6.0)",,,,
1729.1668507828356,,,,,,,,"(20.75, 9.0)",,
1729.392625987998,,,,,,,,,"(26, 15.0)",
1730.3500727549438,"(44.25, 16.5)",,,,,,,,,
1730.6668507828356,,,,,,,,"(20.75, 10.5)",,
1731.3436193096159,,,"(19.5, 21.0)",,,,,,,
1731.7023905472076,,,,,,,"(41.0, 15.0)",,,
1734.7448810670564,,,,"(24, 21.0)",,,,,,
1735.1668507828356,,,,,,,,"(20.75, 6.0)",,
1736.2346044752514,,,,,,"(24, 13.5)",,,,
1736.3500727549438,"(44.25, 22.5)",,,,,,,,,
1738.238528994475,,,,,,,,,"(19.5, 21.0)",
1740.0912796837335,,,,,,,,"(22.75, 10.5)",,
1740.264933819606,,,,,"(34.5, 12.0)",,,,,
1740.430010232309,,,"(20.75, 12.0)",,,,,,,
1741.488528994475,,,,,,,,,"(22.75, 21.0)",
1741.5685530990345,,,,"(20.75, 15.0)",,,,,,
1743.0912796837335,,,,,,,,"(22.75, 13.5)",,
1743.430010232309,,,"(20.75, 9.0)",,,,,,,
1744.3412796837335,,,,,,,,"(24, 13.5)",,
1745.5696172122366,"(42.25, 13.5)",,,,,,,,,
1746.748678745697,,,,,,,,,,"(22.75, 13.5)"
1747.488528994475,,,,,,,,,"(22.75, 15.0)",
1747.6973784351,,,,"(19.5, 21.0)",,,,,,
1749.729200219669,,"(20.75, 12.0)",,,,,,,,
1749.9846044752514,,,,,,"(37.75, 13.5)",,,,
1750.0696172122366,"(37.75, 13.5)",,,,,,,,,
1753.9589717145693,,,,,,,,"(32.5, 18.0)",,
1756.0537555400058,,"(22.75, 6.0)",,,,,,,,
1756.488528994475,,,,,,,,,"(22.75, 6.0)",
1757.6503930537972,,,,"(15.25, 12.0)",,,,,,
1758.1421806371459,,,,,,,"(15.25, 21.0)",,,
1764.2346044752514,,,,,,"(52.0, 13.5)",,,,
1766.0477576886763,,,"(0, 0)",,,,,,,
1768.759731830185,,,,,,,,"(44.25, 9.0)",,
1773.2026482020942,,,,,,,,,,"(34.5, 12.0)"
1775.019431780313,,,,,,"(44.25, 21.0)",,,,
1776.2026482020942,,,,,,,,,,"(34.5, 15.0)"
1776.792320805264,,,,,"(0, 0)",,,,,
1777.0556114241222,,,,"(0, 0)",,,,,,
1779.5816644993672,,"(26, 22.5)",,,,,,,,
1780.0164379538364,,,,,,,,,"(0, 0)",
1781.019431780313,,,,,,"(44.25, 15.0)",,,,
1784.0952633056845,,,,,,,"(22.75, 15.0)",,,
1786.2524965314303,,"(19.5, 21.0)",,,,,,,,
1787.9526482020942,,,,,,,,,,"(22.75, 15.0)"
1790.1609192614342,"(20.75, 9.0)",,,,,,,,,
1790.5024965314303,,"(15.25, 21.0)",,,,,,,,
1791.7686149838755,,,"(22.75, 12.0)",,,,,,,
1794.7763202340723,,,,,,,,,,"(19.5, 21.0)"
1798.0024965314303,,"(22.75, 21.0)",,,,,,,,
1799.410068261631,,,,,"(20.75, 9.0)",,,,,
1802.1117982848557,,,,"(22.75, 10.5)",,,,,,
1802.5716938425653,,,,,,"(22.75, 13.5)",,,,
1802.6341854102036,,,,,,,,,"(20.75, 9.0)",
1805.3617982848557,,,,"(26, 10.5)",,,,,,
1805.5024965314303,,"(22.75, 13.5)",,,,,,,,
1806.841248746086,,,,,,,,,,"(20.75, 9.0)"
1807.0024965314303,,"(22.75, 12.0)",,,,,,,,
1808.5024965314303,,"(22.75, 10.5)",,,,,,,,
1810.7455852047012,,,,,,"(19.5, 21.0)",,,,
1811.3452633056845,,,,,,,"(0, 0)",,,
1812.7786667178013,"(0, 0)",,,,,,,,,
1813.0024965314303,,"(22.75, 6.0)",,,,,,,,
1813.9157115006562,,,,,,,,"(0, 0)",,
1816.2524965314303,,"(26, 6.0)",,,,,,,,
1817.4894722790748,,,"(24, 10.5)",,,,,,,
1818.2524965314303,,"(24, 6.0)",,,,,,,,
1820.4894722790748,,,"(24, 13.5)",,,,,,,
1822.0278157179982,,,,,"(44.25, 21.0)",,,,,
1822.6754480346688,,"(20.75, 9.0)",,,,,,,,
1823.4894722790748,,,"(24, 16.5)",,,,,,,
1826.1341854102036,,,,,,,,,"(44.25, 9.0)",
1828.5278157179982,,,,,"(37.75, 21.0)",,,,,
1829.4589962024531,,,,,,,,,,"(0, 0)"
1829.5361655902987,,,"(29.25, 13.5)",,,,,,,
1833.4019480704756,,,,"(24, 6.0)",,,,,,
1835.1986477500614,,,,,"(31.25, 22.5)",,,,,
1836.5334589570234,,,,,,,,"(20.75, 9.0)",,
1836.7083284014818,,,,,,,,,"(45.5, 19.5)",
1837.7100569524346,,,"(32.5, 21.0)",,,,,,,
1837.9019480704756,,,,"(24, 10.5)",,,,,,
1838.4995240130006,"(22.75, 12.0)",,,,,,,,,
1838.5952633056845,,,,,,,"(22.75, 15.0)",,,
1839.4030449665154,,,,,,"(41.0, 10.5)",,,,
1841.1986477500614,,,,,"(31.25, 16.5)",,,,,
1841.4814033362945,,,,"(20.75, 9.0)",,,,,,
1841.4995240130006,"(22.75, 15.0)",,,,,,,,,
1845.293195491036,,"(0, 0)",,,,,,,,
1847.2788865569369,,,"(35.75, 12.0)",,,,,,,
1848.3231960449787,"(19.5, 21.0)",,,,,,,,,
1849.044825163299,,,,,"(24, 13.5)",,,,,
1851.7018380601753,,,"(39.0, 9.0)",,,,,,,
1857.791253005567,,,,,"(19.5, 21.0)",,,,,
1858.026393380512,,,"(41.0, 15.0)",,,,,,,
1858.7275220683212,"(28.0, 15.0)",,,,,,,,,
1859.1512064133906,,,,,,,,"(19.5, 21.0)",,
1861.9791822412815,,,,,,,,,,"(31.25, 9.0)"
1864.0991507926617,,,,"(0, 0)",,,,,,
1865.091483099,"(32.5, 19.5)",,,,,,,,,
1865.8452633056845,,,,,,,"(44.25, 15.0)",,,
1867.3452633056845,,,,,,,"(44.25, 16.5)",,,
1867.8976342556584,,,,,,,,"(24, 13.5)",,
1868.670938364819,"(35.75, 21.0)",,,,,,,,,
1869.4791822412815,,,,,,,,,,"(31.25, 16.5)"
1869.8561815175806,,,,,"(20.75, 9.0)",,,,,
1870.670938364819,"(37.75, 21.0)",,,,,,,,,
1877.113982722027,,"(31.25, 6.0)",,,,,,,,
1878.3976342556584,,,,,,,,"(34.5, 13.5)",,
1881.7262064741344,,,,,,"(0, 0)",,,,
1883.8079121221886,,,,,,,,,,"(45.5, 18.0)"
1884.4661834704502,,,"(15.25, 21.0)",,,,,,,
1885.8976342556584,,,,,,,,"(34.5, 21.0)",,
1886.2108535895973,,,,,,,,,"(24, 19.5)",
1886.331398128185,"(42.25, 6.0)",,,,,,,,,
1887.0386993426666,,"(37.75, 13.5)",,,,,,,,
1887.7108535895973,,,,,,,,,"(24, 21.0)",
1889.053556651777,,,,,,,"(22.75, 13.5)",,,
1890.553120249059,,,,"(22.75, 13.5)",,,,,,
1891.709084765734,,"(39.0, 18.0)",,,,,,,,
1891.9661834704502,,,"(22.75, 21.0)",,,,,,,
1892.2108535895973,,,,,,,,,"(19.5, 21.0)",
1892.4739289739477,,,,,"(0, 0)",,,,,
1895.973437182785,,,,,,,,,,"(47.5, 6.0)"
1897.2274480139129,,,,,,,"(19.5, 21.0)",,,
1897.3458873975137,,,,,,,,"(44.25, 15.0)",,
1898.727011611195,,,,"(19.5, 21.0)",,,,,,
1899.223437182785,,,,,,,,,,"(44.25, 6.0)"
1899.2984498164903,,,,,,,,"(45.5, 16.5)",,
1899.4661834704502,,,"(22.75, 13.5)",,,,,,,
1899.6147789161548,,"(45.5, 22.5)",,,,,,,,
1901.0567565960744,,,,,,,,,"(26, 15.0)",
1901.6147789161548,,"(47.5, 22.5)",,,,,,,,
1901.7274480139129,,,,,,,"(24, 21.0)",,,
1904.849350644284,,,,,,,,"(48.75, 12.0)",,
1905.397843643258,,,,"(26, 22.5)",,,,,,
1906.9661834704502,,,"(22.75, 6.0)",,,,,,,
1907.7274480139129,,,,,,,"(24, 15.0)",,,
1908.0396914742773,"(20.75, 9.0)",,,,,,,,,
1908.069340189262,,,,,,,,,,"(37.75, 12.0)"
1911.319340189262,,,,,,,,,,"(34.5, 12.0)"
1912.188921907433,,"(48.75, 12.0)",,,,,,,,
1912.2274480139129,,,,,,,"(24, 10.5)",,,
1915.0504535258356,,,,,,,,"(39.0, 9.0)",,
1917.3067565960744,,,,,,,,,"(42.25, 15.0)",
1922.7201558445781,,,,"(42.25, 16.5)",,,,,,
1923.360838595133,,,,,,,,"(31.25, 12.0)",,
1924.0493679817534,,,,,,"(41.0, 10.5)",,,,
1927.1431073478166,,,,"(45.5, 13.5)",,,,,,
1929.0013159596056,,,,,"(34.5, 12.0)",,,,,
1929.836720682216,,,,,,,,,"(31.25, 9.0)",
1930.4940924298116,,,"(0, 0)",,,,,,,
1930.6574389306445,"(47.5, 6.0)",,,,,,,,,
1935.080390433883,"(50.75, 9.0)",,,,,,,,,
1937.2451087681666,,"(26, 22.5)",,,,,,,,
1938.4238218087723,,,,,,,"(0, 0)",,,
1946.5013159596056,,,,,"(52.0, 12.0)",,,,,
1947.8467271749198,,,,,,,,,,"(35.75, 19.5)"
1948.9660845108817,"(47.5, 22.5)",,,,,,,,,
1949.913702421288,,,,"(24, 6.0)",,,,,,
1955.8193365344707,,,,,,,,,,"(41.0, 13.5)"
1956.6904662246711,,,"(24, 10.5)",,,,,,,
1956.8356425527365,,,,,,,,"(0, 0)",,
1958.3782894798253,,,,,"(44.25, 21.0)",,,,,
1958.8908011315214,"(41.0, 15.0)",,,,,,,,,
1962.3569067210444,,,,,,,,,"(0, 0)",
1963.9932278966066,,,,,,,,,,"(44.25, 21.0)"
1964.3508835484818,"(35.75, 16.5)",,,,,,,,,
1966.3034459674584,"(34.5, 15.0)",,,,,,,,,
1966.3725294893725,,,,,,"(20.75, 9.0)",,,,
1971.6289712620749,,"(24, 6.0)",,,,,,,,
1972.3725294893725,,,,,,"(20.75, 15.0)",,,,
1974.652336174994,,,,"(22.75, 13.5)",,,,,,
1975.6225294893725,,,,,,"(19.5, 18.0)",,,,
1977.2236108013792,"(24, 18.0)",,,,,,,,,
1978.8789712620749,,"(31.25, 6.0)",,,,,,,,
1979.4533900091037,,,,,,,,"(20.75, 9.0)",,
1980.045480992611,,,,,,"(22.75, 21.0)",,,,
1982.8262275371299,,,,"(19.5, 21.0)",,,,,,
1982.8868400195306,,,"(22.75, 6.0)",,,,,,,
1984.298707452628,,,,,,,,,,"(24, 19.5)"
1984.3778189100017,,,,,,,,"(22.75, 13.5)",,
1986.2236108013792,"(24, 9.0)",,,,,,,,,
1987.416168149808,,,,,,,"(47.5, 12.0)",,,
1988.8868400195306,,,"(22.75, 12.0)",,,,,,,
1989.617337059532,,"(41.0, 10.5)",,,,,,,,
1989.893246347073,,,,,,,,,"(24, 13.5)",
1990.6465623046176,"(20.75, 12.0)",,,,,,,,,
1991.798707452628,,,,,,,,,,"(24, 12.0)"
1991.8868400195306,,,"(22.75, 15.0)",,,,,,,
1991.912618459823,,,,"(20.75, 12.0)",,,,,,
1992.5517102721376,,,,,,,,"(19.5, 21.0)",,
1993.6465623046176,"(20.75, 9.0)",,,,,,,,,
1994.912618459823,,,,"(20.75, 9.0)",,,,,,
1995.378162718447,,,,,,,,,,"(20.75, 13.5)"
1995.893246347073,,,,,,,,,"(24, 19.5)",
1998.104947313024,,,,,,,"(45.5, 22.5)",,,
1999.256480446049,,,,,,"(41.0, 15.0)",,,,
1999.6489273676607,,,"(20.75, 22.5)",,,,,,,
1999.878162718447,,,,,,,,,,"(20.75, 9.0)"
2002.506480446049,,,,,,"(44.25, 15.0)",,,,
2004.8989273676607,,,"(26, 22.5)",,,,,,,
2005.7084004758967,,,,,,,"(44.25, 15.0)",,,
2006.9294319492874,,,,,,"(47.5, 18.0)",,,,
2007.110192744068,,"(26, 19.5)",,,,,,,,
2007.3585150815925,,,,,"(22.75, 15.0)",,,,,
2010.110192744068,,"(26, 22.5)",,,,,,,,
2014.6915192974175,,,,,,"(45.5, 10.5)",,,,
2016.2643097609848,"(0, 0)",,,,,,,,,
2017.0258602032957,,,"(37.75, 19.5)",,,,,,,
2017.5303659161902,,,,"(0, 0)",,,,,,
2019.6790223485702,,"(22.75, 13.5)",,,,,,,,
2021.2091700339518,,,,,,,,"(0, 0)",,
2022.1790223485702,,"(20.75, 12.0)",,,,,,,,
2022.495910174814,,,,,,,,,,"(0, 0)"
2026.594689807798,,,"(41.0, 10.5)",,,,,,,
2026.8165385392056,,,,,,,,,"(20.75, 22.5)",
2028.1790223485702,,"(20.75, 6.0)",,,,,,,,
2028.7691009581822,,,,,,,,,"(19.5, 21.0)",
2031.010603217785,,,,,,"(29.25, 9.0)",,,,
2034.6085150815925,,,,,"(0, 0)",,,,,
2041.4994780146562,,,,,,,,,"(15.25, 9.0)",
2042.2551495711639,,,"(26, 6.0)",,,,,,,
2046.930027329151,,,,,,,,"(22.75, 12.0)",,
2049.1792383030665,,,,,,,,,,"(26, 6.0)"
2049.779080218863,,"(0, 0)",,,,,,,,
2051.1792383030665,,,,,,,,,,"(28.0, 6.0)"
2052.4316548574143,,,,,,,"(37.75, 18.0)",,,
2052.976720640375,,,,,,,,"(28.0, 9.0)",,
2056.289301953364,"(39.0, 9.0)",,,,,,,,,
2056.3383869943127,,,,"(37.75, 9.0)",,,,,,
2057.1792383030665,,,,,,,,,,"(28.0, 12.0)"
2057.5883869943127,,,,"(39.0, 9.0)",,,,,,
2058.976720640375,,,,,,,,"(28.0, 15.0)",,
2059.207174081621,,,,,,,,,"(0, 0)",
2060.8383869943127,,,,"(42.25, 9.0)",,,,,,
2060.9292830593517,,,,,,,,"(29.25, 13.5)",,
2061.6139118624396,,,,,,"(0, 0)",,,,
2065.303180142024,"(47.5, 6.0)",,,,,,,,,
2067.964065608128,,,,,,,,,,"(35.75, 19.5)"
2068.9384776994166,,,"(0, 0)",,,,,,,
2069.993303706113,,,,"(47.5, 16.5)",,,,,,
2071.667038919086,,,,,,,"(20.75, 9.0)",,,
2074.015535387654,,,,,,,,"(42.25, 12.0)",,
2074.517713972569,,"(24, 6.0)",,,,,,,,
2074.69981713079,,,,,"(37.75, 13.5)",,,,,
2075.993303706113,,,,"(47.5, 22.5)",,,,,,
2079.265535387654,,,,,,,,"(47.5, 12.0)",,
2080.8072319519138,,,,,,,,,"(20.75, 6.0)",
2084.0089518779064,,,,,,,,"(52.0, 10.5)",,
2084.0572319519138,,,,,,,,,"(24, 6.0)",
2084.2316593188066,,,,,,"(20.75, 9.0)",,,,
2087.0572319519138,,,,,,,,,"(24, 9.0)",
2089.5572319519138,,,,,,,,,"(26, 10.5)",
2089.7746305624714,,,,,"(22.75, 15.0)",,,,,
2092.466386658778,,,"(22.75, 6.0)",,,,,,,
2094.2847863754528,,,,,,,"(0, 0)",,,
2097.701597052205,,,,"(26, 19.5)",,,,,,
2099.2563477262747,,"(19.5, 21.0)",,,,,,,,
2104.026152372542,,,,"(24, 13.5)",,,,,,
2105.276152372542,,,,"(22.75, 13.5)",,,,,,
2106.8494067751735,,,,,,"(0, 0)",,,,
2108.6864488880883,,,,,,,,,,"(0, 0)"
2111.109494014166,,,,,,,,,"(47.5, 9.0)",
2113.1806278601302,"(0, 0)",,,,,,,,,
2115.9942956181394,,,"(20.75, 9.0)",,,,,,,
2117.0246305624714,,,,,"(31.25, 6.0)",,,,,
2118.712947177039,,,,,,,,,"(48.75, 16.5)",
2127.913807488089,,"(0, 0)",,,,,,,,
2130.1631804830026,,,,,,,,,,"(19.5, 9.0)"
2131.7301218289394,,,,"(24, 19.5)",,,,,,
2136.1065809328366,,,,,,,"(37.75, 18.0)",,,
2136.4682280816037,,,,,,,,,"(31.25, 19.5)",
2137.0584570593874,,,,,,,,"(0, 0)",,
2137.3220910146406,,,,,,,,,,"(26, 6.0)"
2138.6120430745063,,,"(0, 0)",,,,,,,
2139.3220910146406,,,,,,,,,,"(28.0, 6.0)"
2140.7301218289394,,,,"(24, 10.5)",,,,,,
2142.7927834019406,,,,,,,,,"(29.25, 13.5)",
2144.3095770947584,,,,"(20.75, 9.0)",,,,,,
2148.8454177934623,,,,,"(0, 0)",,,,,
2151.6831273435137,,,,,,"(42.25, 15.0)",,,,
2153.0789075068383,,,,,,,,,,"(41.0, 10.5)"
2155.1722018050805,,,,,,,,,"(20.75, 22.5)",
2156.3289075068383,,,,,,,,,,"(42.25, 13.5)"
2156.571267249903,,"(19.5, 21.0)",,,,,,,,
2158.65851492968,,,,,,,,"(20.75, 6.0)",,
2161.2297905308733,,,"(20.75, 9.0)",,,,,,,
2162.172974201166,"(47.5, 12.0)",,,,,,,,,
2163.15851492968,,,,,,,,"(20.75, 10.5)",,
2166.9273245511254,,,,"(0, 0)",,,,,,
2170.65851492968,,,,,,,,"(20.75, 18.0)",,
2174.237970195499,,,,,,,,"(24, 19.5)",,
2174.5662750886613,,,,,"(22.75, 12.0)",,,,,
2175.737970195499,,,,,,,,"(24, 21.0)",,
2176.3414036030276,,,,,,,,,,"(22.75, 18.0)"
2177.9283754902203,,,,,,,"(22.75, 15.0)",,,
2179.3414036030276,,,,,,,,,,"(22.75, 15.0)"
2179.4283754902203,,,,,,,"(22.75, 13.5)",,,
2180.8414036030276,,,,,,,,,,"(22.75, 13.5)"
2182.3414036030276,,,,,,,,,,"(22.75, 12.0)"
2183.341423358372,,,,,,,,"(22.75, 13.5)",,
2183.8475379872402,,,"(35.75, 13.5)",,,,,,,
2184.1351046931636,,,,,"(19.5, 21.0)",,,,,
2184.3414036030276,,,,,,,,,,"(20.75, 12.0)"
2184.841423358372,,,,,,,,"(22.75, 12.0)",,
2185.228727011717,,"(24, 10.5)",,,,,,,,
2185.779594702876,,,,,,,,,"(41.0, 15.0)",
2186.9283754902203,,,,,,,"(22.75, 6.0)",,,
2188.228727011717,,"(24, 13.5)",,,,,,,,
2189.478727011717,,"(22.75, 13.5)",,,,,,,,
2191.6650953903504,,,,,,,,"(26, 6.0)",,
2192.880407219664,,,,"(15.25, 21.0)",,,,,,
2193.279594702876,,,,,,,,,"(41.0, 22.5)",
2194.0598213138032,,,,,"(26, 13.5)",,,,,
2196.516847911854,,,,,,"(19.5, 9.0)",,,,
2198.8304955306694,,,,,,,,,"(37.75, 18.0)",
2202.485093575813,,,,"(22.75, 15.0)",,,,,,
2202.90572432028,,,,,"(32.5, 19.5)",,,,,
2208.3114369780565,,,,,,,,,,"(0, 0)"
2208.516847911854,,,,,,"(19.5, 21.0)",,,,
2210.4562844495817,,,,,,,"(0, 0)",,,
2211.165320542202,"(28.0, 9.0)",,,,,,,,,
2212.096303177673,,,,,,"(22.75, 19.5)",,,,
2212.665320542202,"(28.0, 10.5)",,,,,,,,,
2215.032657155915,,,,,"(44.25, 22.5)",,,,,
2215.193004349712,,,,,,,,"(48.75, 12.0)",,
2215.340136486067,,"(47.5, 21.0)",,,,,,,,
2217.325427268851,,,,,,,,,"(19.5, 21.0)",
2218.096303177673,,,,,,"(22.75, 13.5)",,,,
2218.665320542202,"(28.0, 16.5)",,,,,,,,,
2219.840136486067,,"(47.5, 16.5)",,,,,,,,
2220.665320542202,"(26, 16.5)",,,,,,,,,
2220.796633653043,,,,"(41.0, 16.5)",,,,,,
2222.0615733669274,,,"(0, 0)",,,,,,,
2223.796633653043,,,,"(41.0, 13.5)",,,,,,
2224.2251285137386,,,,,,"(24, 19.5)",,,,
2224.5105219091342,,"(48.75, 12.0)",,,,,,,,
2225.74919607202,,,,"(42.25, 15.0)",,,,,,
2226.665320542202,"(26, 10.5)",,,,,,,,,
2228.9714809108673,,,,,,,"(15.25, 10.5)",,,
2229.165320542202,"(24, 12.0)",,,,,,,,,
