,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
504,"[20.75, 12.0]","[22.75, 16.5]","[26, 16.5]","(0, 0)","[24, 16.5]","[24, 9.0]","[20.75, 9.0]","[20.75, 9.0]","[39.0, 12.0]","(0, 0)"
505,"[20.75, 13.5]","[22.75, 15.0]","[34.5, 15.0]","[20.75, 12.0]","[22.75, 13.5]","[42.25, 12.0]","[20.75, 22.5]","[20.75, 21.0]","[39.0, 9.0]","[24, 13.5]"
506,"[26, 13.5]","[22.75, 13.5]","[35.75, 15.0]","(0, 0)","[22.75, 12.0]","[52.0, 12.0]","[19.5, 21.0]","[22.75, 13.5]","(0, 0)","(0, 0)"
507,"[29.25, 18.0]","(0, 0)","[42.25, 13.5]","(0, 0)","(0, 0)","(0, 0)","[28.0, 16.5]","[31.25, 12.0]","[20.75, 9.0]","[24, 13.5]"
508,"[42.25, 15.0]","[24, 12.0]","[45.5, 10.5]","[20.75, 6.0]","[32.5, 6.0]","(0, 0)","[45.5, 10.5]","[47.5, 10.5]","[19.5, 21.0]","(0, 0)"
509,"[45.5, 13.5]","[31.25, 9.0]","[47.5, 9.0]","[20.75, 16.5]","[44.25, 22.5]","[26, 19.5]","(0, 0)","[50.75, 9.0]","[29.25, 13.5]","(0, 0)"
510,"[47.5, 10.5]","[39.0, 9.0]","(0, 0)","[24, 16.5]","[28.0, 16.5]","[24, 13.5]","(0, 0)","[42.25, 10.5]","[52.0, 13.5]","[47.5, 16.5]"
511,"[24, 6.0]","[39.0, 16.5]","[20.75, 6.0]","[28.0, 15.0]","(0, 0)","[19.5, 21.0]","[47.5, 9.0]","(0, 0)","[42.25, 18.0]","(0, 0)"
512,"(0, 0)","[47.5, 22.5]","[20.75, 10.5]","[37.75, 15.0]","(0, 0)","[20.75, 9.0]","[45.5, 15.0]","[20.75, 6.0]","(0, 0)","[47.5, 16.5]"
513,"[20.75, 10.5]","[44.25, 13.5]","[19.5, 21.0]","[42.25, 18.0]","[20.75, 9.0]","(0, 0)","[37.75, 13.5]","(0, 0)","(0, 0)","(0, 0)"
514,"(0, 0)","[32.5, 19.5]","[22.75, 13.5]","[44.25, 21.0]","[22.75, 13.5]","[35.75, 10.5]","(0, 0)","(0, 0)","[41.0, 15.0]","(0, 0)"
515,"(0, 0)","[20.75, 16.5]","[22.75, 15.0]","[52.0, 12.0]","[22.75, 15.0]","[35.75, 12.0]","[47.5, 9.0]","[20.75, 9.0]","[37.75, 21.0]","[19.5, 21.0]"
516,"[47.5, 10.5]","(0, 0)","[24, 13.5]","[39.0, 12.0]","[19.5, 21.0]","[41.0, 15.0]","(0, 0)","[24, 13.5]","[19.5, 15.0]","[20.75, 13.5]"
517,"[48.75, 12.0]","(0, 0)","[26, 16.5]","[34.5, 12.0]","[37.75, 21.0]","[42.25, 18.0]","(0, 0)","[24, 21.0]","[15.25, 12.0]","[20.75, 9.0]"
518,"[45.5, 19.5]","[22.75, 9.0]","(0, 0)","[22.75, 10.5]","[47.5, 18.0]","[45.5, 13.5]","[26, 19.5]","[22.75, 22.5]","(0, 0)","(0, 0)"
519,"[22.75, 18.0]","[28.0, 21.0]","(0, 0)","[19.5, 9.0]","[42.25, 15.0]","[44.25, 19.5]","[26, 22.5]","[32.5, 18.0]","[20.75, 12.0]","[26, 10.5]"
520,"[19.5, 21.0]","[31.25, 22.5]","[19.5, 21.0]","(0, 0)","[32.5, 6.0]","[34.5, 13.5]","[24, 21.0]","[35.75, 21.0]","[24, 19.5]","[26, 15.0]"
521,"[26, 12.0]","[48.75, 19.5]","[19.5, 18.0]","[20.75, 6.0]","[24, 9.0]","[26, 19.5]","[22.75, 13.5]","[45.5, 18.0]","[24, 12.0]","[47.5, 21.0]"
522,"[24, 9.0]","[48.75, 21.0]","[24, 19.5]","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[48.75, 12.0]","[26, 6.0]","[45.5, 22.5]"
523,"(0, 0)","[47.5, 22.5]","[28.0, 22.5]","(0, 0)","[20.75, 9.0]","(0, 0)","[32.5, 12.0]","[26, 10.5]","[44.25, 10.5]","[44.25, 22.5]"
524,"[39.0, 9.0]","[47.5, 10.5]","[35.75, 21.0]","(0, 0)","(0, 0)","[20.75, 9.0]","[44.25, 10.5]","(0, 0)","[41.0, 15.0]","[32.5, 13.5]"
525,"[47.5, 10.5]","[47.5, 9.0]","[39.0, 15.0]","[26, 16.5]","(0, 0)","[19.5, 21.0]","[37.75, 13.5]","[20.75, 9.0]","(0, 0)","[19.5, 21.0]"
526,"(0, 0)","[52.0, 6.0]","[37.75, 16.5]","(0, 0)","[20.75, 9.0]","(0, 0)","[34.5, 15.0]","(0, 0)","(0, 0)","(0, 0)"
527,"(0, 0)","[41.0, 10.5]","[37.75, 13.5]","(0, 0)","[19.5, 21.0]","[20.75, 9.0]","[26, 19.5]","(0, 0)","[19.5, 21.0]","(0, 0)"
528,"[35.75, 22.5]","[39.0, 9.0]","[37.75, 10.5]","(0, 0)","[26, 18.0]","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[45.5, 15.0]"
529,"[35.75, 21.0]","(0, 0)","[47.5, 10.5]","[26, 13.5]","[26, 15.0]","(0, 0)","(0, 0)","[22.75, 10.5]","[19.5, 21.0]","[47.5, 21.0]"
530,"[35.75, 19.5]","[22.75, 9.0]","[44.25, 10.5]","[26, 22.5]","[28.0, 16.5]","[22.75, 13.5]","(0, 0)","[24, 18.0]","(0, 0)","[44.25, 15.0]"
531,"[35.75, 13.5]","(0, 0)","[26, 6.0]","[19.5, 21.0]","[42.25, 15.0]","[19.5, 21.0]","[22.75, 12.0]","[24, 19.5]","(0, 0)","[41.0, 15.0]"
532,"[44.25, 22.5]","(0, 0)","(0, 0)","[24, 19.5]","[44.25, 21.0]","[20.75, 13.5]","[22.75, 15.0]","[26, 21.0]","[20.75, 9.0]","[28.0, 21.0]"
533,"[42.25, 18.0]","[20.75, 9.0]","[22.75, 12.0]","[24, 6.0]","[47.5, 10.5]","[20.75, 9.0]","[19.5, 21.0]","[26, 15.0]","[20.75, 22.5]","[20.75, 22.5]"
534,"[42.25, 12.0]","[19.5, 21.0]","[19.5, 21.0]","[22.75, 6.0]","[22.75, 10.5]","(0, 0)","[41.0, 15.0]","[47.5, 13.5]","[19.5, 21.0]","[20.75, 9.0]"
535,"[24, 6.0]","[24, 21.0]","(0, 0)","(0, 0)","(0, 0)","[15.25, 10.5]","[41.0, 13.5]","[41.0, 10.5]","[19.5, 18.0]","(0, 0)"
536,"(0, 0)","[24, 22.5]","(0, 0)","[44.25, 9.0]","[20.75, 9.0]","[50.75, 13.5]","[42.25, 15.0]","(0, 0)","[22.75, 15.0]","[48.75, 6.0]"
537,"[20.75, 9.0]","[44.25, 16.5]","[45.5, 22.5]","[26, 13.5]","(0, 0)","[22.75, 13.5]","[45.5, 18.0]","(0, 0)","[26, 18.0]","[45.5, 15.0]"
538,"[20.75, 10.5]","[47.5, 22.5]","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[48.75, 12.0]","(0, 0)","[28.0, 15.0]","(0, 0)"
539,"[19.5, 21.0]","[45.5, 13.5]","[45.5, 22.5]","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[19.5, 16.5]","[42.25, 13.5]","(0, 0)"
540,"[28.0, 13.5]","[48.75, 6.0]","(0, 0)","(0, 0)","[20.75, 10.5]","[42.25, 9.0]","(0, 0)","[32.5, 18.0]","[45.5, 22.5]","(0, 0)"
541,"[35.75, 22.5]","[52.0, 6.0]","(0, 0)","[19.5, 12.0]","(0, 0)","(0, 0)","(0, 0)","[26, 6.0]","[44.25, 10.5]","[44.25, 16.5]"
542,"(0, 0)","[39.0, 9.0]","[20.75, 12.0]","(0, 0)","(0, 0)","[42.25, 9.0]","[29.25, 13.5]","(0, 0)","[41.0, 10.5]","(0, 0)"
543,"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[28.0, 18.0]","[19.5, 16.5]","[39.0, 9.0]","(0, 0)"
544,"[47.5, 10.5]","[20.75, 9.0]","[20.75, 12.0]","(0, 0)","[24, 12.0]","(0, 0)","[20.75, 21.0]","(0, 0)","[37.75, 12.0]","(0, 0)"
545,"[45.5, 10.5]","(0, 0)","(0, 0)","[22.75, 12.0]","(0, 0)","[41.0, 21.0]","[20.75, 12.0]","(0, 0)","[24, 10.5]","[41.0, 13.5]"
546,"[35.75, 12.0]","(0, 0)","(0, 0)","(0, 0)","[24, 12.0]","[19.5, 21.0]","[20.75, 9.0]","[19.5, 21.0]","(0, 0)","[31.25, 9.0]"
547,"[32.5, 22.5]","[22.75, 12.0]","[45.5, 16.5]","[22.75, 12.0]","(0, 0)","(0, 0)","(0, 0)","[20.75, 22.5]","[20.75, 9.0]","[31.25, 18.0]"
548,"[32.5, 21.0]","[22.75, 13.5]","[47.5, 10.5]","(0, 0)","(0, 0)","[41.0, 21.0]","[22.75, 12.0]","[22.75, 13.5]","(0, 0)","[19.5, 21.0]"
549,"[28.0, 21.0]","[19.5, 21.0]","[31.25, 6.0]","(0, 0)","[47.5, 10.5]","(0, 0)","[45.5, 10.5]","[22.75, 18.0]","(0, 0)","[19.5, 18.0]"
550,"[24, 16.5]","[24, 21.0]","[31.25, 16.5]","(0, 0)","[45.5, 16.5]","(0, 0)","[41.0, 21.0]","[26, 19.5]","[50.75, 13.5]","[22.75, 13.5]"
551,"[19.5, 21.0]","[24, 19.5]","[24, 19.5]","[20.75, 9.0]","[32.5, 22.5]","[42.25, 13.5]","[39.0, 16.5]","[26, 15.0]","[41.0, 19.5]","[20.75, 9.0]"
552,"[22.75, 12.0]","[24, 13.5]","[24, 9.0]","[20.75, 12.0]","[15.25, 10.5]","[41.0, 15.0]","[29.25, 13.5]","[35.75, 21.0]","[32.5, 18.0]","(0, 0)"
553,"(0, 0)","[24, 9.0]","[20.75, 9.0]","[22.75, 15.0]","(0, 0)","[41.0, 18.0]","(0, 0)","[37.75, 21.0]","[19.5, 21.0]","[52.0, 10.5]"
554,"[47.5, 10.5]","[31.25, 13.5]","[20.75, 12.0]","[24, 18.0]","[20.75, 9.0]","[26, 22.5]","(0, 0)","[47.5, 16.5]","[20.75, 9.0]","[41.0, 13.5]"
555,"(0, 0)","[37.75, 18.0]","(0, 0)","[24, 21.0]","[47.5, 10.5]","[20.75, 22.5]","[22.75, 10.5]","[44.25, 9.0]","(0, 0)","(0, 0)"
556,"(0, 0)","[37.75, 13.5]","[22.75, 12.0]","[26, 22.5]","(0, 0)","[22.75, 15.0]","[26, 22.5]","[24, 6.0]","[47.5, 10.5]","(0, 0)"
557,"[20.75, 9.0]","[37.75, 6.0]","[22.75, 13.5]","[28.0, 15.0]","(0, 0)","[24, 13.5]","[35.75, 16.5]","[20.75, 9.0]","[50.75, 13.5]","[22.75, 6.0]"
558,"(0, 0)","[50.75, 6.0]","[45.5, 16.5]","[29.25, 13.5]","(0, 0)","(0, 0)","[47.5, 21.0]","(0, 0)","(0, 0)","(0, 0)"
559,"[20.75, 9.0]","(0, 0)","(0, 0)","[37.75, 15.0]","[35.75, 13.5]","[34.5, 12.0]","[44.25, 9.0]","[15.25, 10.5]","(0, 0)","[22.75, 6.0]"
560,"(0, 0)","[22.75, 12.0]","(0, 0)","[47.5, 21.0]","(0, 0)","[37.75, 6.0]","[48.75, 6.0]","[19.5, 21.0]","[24, 10.5]","(0, 0)"
561,"(0, 0)","(0, 0)","(0, 0)","[45.5, 12.0]","(0, 0)","[50.75, 9.0]","[24, 6.0]","(0, 0)","[24, 6.0]","(0, 0)"
562,"[34.5, 9.0]","(0, 0)","[20.75, 6.0]","[44.25, 12.0]","(0, 0)","[42.25, 13.5]","(0, 0)","(0, 0)","[26, 10.5]","[44.25, 22.5]"
563,"[39.0, 9.0]","[42.25, 10.5]","[20.75, 18.0]","(0, 0)","[42.25, 10.5]","(0, 0)","[22.75, 10.5]","(0, 0)","[37.75, 12.0]","(0, 0)"
564,"[52.0, 10.5]","[45.5, 21.0]","[20.75, 22.5]","(0, 0)","[42.25, 18.0]","(0, 0)","(0, 0)","[45.5, 19.5]","[44.25, 12.0]","[44.25, 22.5]"
565,"[45.5, 18.0]","[45.5, 16.5]","[34.5, 15.0]","(0, 0)","[48.75, 22.5]","(0, 0)","(0, 0)","(0, 0)","[44.25, 16.5]","(0, 0)"
566,"[41.0, 19.5]","[45.5, 15.0]","[39.0, 18.0]","[15.25, 6.0]","[32.5, 22.5]","[28.0, 9.0]","[24, 6.0]","(0, 0)","[52.0, 13.5]","(0, 0)"
567,"[32.5, 15.0]","[44.25, 21.0]","[52.0, 9.0]","(0, 0)","[32.5, 19.5]","[32.5, 6.0]","[20.75, 9.0]","(0, 0)","[42.25, 18.0]","[41.0, 10.5]"
568,"[19.5, 21.0]","[26, 22.5]","[26, 10.5]","[20.75, 9.0]","[26, 22.5]","[48.75, 10.5]","(0, 0)","[22.75, 6.0]","[41.0, 18.0]","[42.25, 18.0]"
569,"[20.75, 18.0]","[20.75, 22.5]","(0, 0)","[41.0, 22.5]","[24, 15.0]","[52.0, 6.0]","[22.75, 13.5]","[22.75, 16.5]","[28.0, 15.0]","[28.0, 13.5]"
570,"[20.75, 10.5]","[22.75, 21.0]","(0, 0)","[15.25, 6.0]","[24, 10.5]","[31.25, 12.0]","[22.75, 15.0]","[19.5, 21.0]","[22.75, 21.0]","[26, 22.5]"
571,"(0, 0)","[24, 19.5]","(0, 0)","(0, 0)","[20.75, 9.0]","[26, 22.5]","[19.5, 21.0]","[15.25, 21.0]","[22.75, 15.0]","[26, 15.0]"
572,"[22.75, 13.5]","[24, 13.5]","(0, 0)","(0, 0)","[20.75, 18.0]","[24, 12.0]","[45.5, 22.5]","[24, 18.0]","[15.25, 21.0]","[22.75, 13.5]"
573,"[22.75, 10.5]","[24, 12.0]","[22.75, 15.0]","[44.25, 9.0]","[19.5, 21.0]","(0, 0)","[32.5, 18.0]","[28.0, 18.0]","[20.75, 12.0]","[15.25, 10.5]"
574,"[34.5, 9.0]","[24, 6.0]","(0, 0)","[39.0, 19.5]","[19.5, 18.0]","(0, 0)","[31.25, 16.5]","[37.75, 16.5]","(0, 0)","(0, 0)"
575,"(0, 0)","[22.75, 6.0]","(0, 0)","[19.5, 21.0]","[15.25, 12.0]",,"[24, 6.0]","[41.0, 18.0]","[24, 10.5]","[34.5, 12.0]"
576,"(0, 0)","(0, 0)","(0, 0)","[20.75, 9.0]","(0, 0)",,"(0, 0)","[44.25, 22.5]","(0, 0)","[41.0, 10.5]"
577,"[41.0, 15.0]","[28.0, 12.0]","[35.75, 9.0]","(0, 0)","[52.0, 6.0]",,"(0, 0)","[44.25, 13.5]","(0, 0)","(0, 0)"
578,"[44.25, 21.0]","[42.25, 10.5]","[31.25, 6.0]","[44.25, 9.0]","[42.25, 10.5]",,"[31.25, 22.5]","[48.75, 12.0]","[19.5, 21.0]","(0, 0)"
579,"[44.25, 10.5]","(0, 0)","[31.25, 16.5]","(0, 0)","(0, 0)",,"[26, 19.5]","[47.5, 10.5]","[20.75, 6.0]","[20.75, 10.5]"
580,"[39.0, 9.0]","(0, 0)","[24, 18.0]","(0, 0)","(0, 0)",,"[26, 15.0]","[39.0, 12.0]","(0, 0)","[41.0, 10.5]"
581,"[29.25, 6.0]","[20.75, 12.0]","[22.75, 21.0]","[22.75, 15.0]","[24, 6.0]",,"[26, 10.5]","[20.75, 9.0]","[19.5, 21.0]","[41.0, 15.0]"
582,"(0, 0)","[20.75, 10.5]","[22.75, 15.0]","[19.5, 21.0]","[24, 16.5]",,"[22.75, 9.0]","(0, 0)","(0, 0)","[44.25, 21.0]"
583,"[20.75, 9.0]","[20.75, 9.0]","[19.5, 21.0]","[32.5, 19.5]","[24, 18.0]",,"[20.75, 9.0]","[22.75, 6.0]","(0, 0)","[44.25, 12.0]"
584,"[22.75, 21.0]","[20.75, 6.0]","[20.75, 9.0]","[35.75, 22.5]","[26, 15.0]",,"[20.75, 6.0]","(0, 0)","[45.5, 22.5]","[47.5, 22.5]"
585,"[24, 19.5]","(0, 0)","(0, 0)","[45.5, 18.0]","(0, 0)",,"(0, 0)","(0, 0)","(0, 0)","[42.25, 15.0]"
586,"[24, 18.0]","[22.75, 12.0]","[44.25, 9.0]","[41.0, 22.5]","[24, 6.0]",,"[19.5, 13.5]","(0, 0)","[45.5, 22.5]","[35.75, 21.0]"
587,"[28.0, 16.5]","[22.75, 13.5]","[48.75, 6.0]","[41.0, 10.5]","(0, 0)",,"[15.25, 21.0]","[20.75, 9.0]","(0, 0)","[26, 22.5]"
588,"[41.0, 15.0]","[22.75, 15.0]","[48.75, 9.0]","[42.25, 6.0]","(0, 0)",,"[44.25, 16.5]","[19.5, 21.0]","(0, 0)","[26, 9.0]"
589,"(0, 0)","[41.0, 19.5]","[52.0, 12.0]","[26, 9.0]","[22.75, 6.0]",,"[52.0, 13.5]","[24, 19.5]","[31.25, 16.5]","[22.75, 10.5]"
590,"(0, 0)","[41.0, 15.0]","[45.5, 21.0]","[24, 10.5]","(0, 0)",,"[31.25, 22.5]","[24, 16.5]","(0, 0)","(0, 0)"
591,"(0, 0)","[45.5, 16.5]","[44.25, 21.0]","[20.75, 9.0]","[20.75, 9.0]",,"(0, 0)","[41.0, 15.0]","[31.25, 16.5]","[20.75, 10.5]"
592,"[15.25, 10.5]","[47.5, 10.5]","[39.0, 16.5]","(0, 0)","[19.5, 21.0]",,"(0, 0)","[47.5, 10.5]","(0, 0)","(0, 0)"
593,"[19.5, 21.0]","[31.25, 12.0]","[35.75, 9.0]","[22.75, 15.0]","[15.25, 21.0]",,"[45.5, 13.5]","[29.25, 10.5]","(0, 0)",
594,"[19.5, 19.5]","[31.25, 13.5]","(0, 0)","(0, 0)","[24, 19.5]",,"[45.5, 15.0]","(0, 0)","(0, 0)",
595,"[22.75, 15.0]","[20.75, 12.0]","(0, 0)","(0, 0)","[28.0, 15.0]",,"[47.5, 21.0]","(0, 0)","[22.75, 13.5]",
596,"[22.75, 13.5]","(0, 0)","[20.75, 9.0]","[42.25, 9.0]","[34.5, 13.5]",,"[37.75, 19.5]","(0, 0)","[32.5, 18.0]",
597,"[28.0, 15.0]","(0, 0)","[20.75, 22.5]","[42.25, 12.0]","[35.75, 22.5]",,"[37.75, 13.5]","(0, 0)","[20.75, 9.0]",
598,"[35.75, 18.0]","[20.75, 6.0]","[28.0, 18.0]","[45.5, 22.5]","[44.25, 16.5]",,"[26, 22.5]","[44.25, 22.5]","(0, 0)",
599,"[41.0, 22.5]","[24, 6.0]","[31.25, 16.5]","[22.75, 12.0]","[50.75, 9.0]",,"[22.75, 15.0]","(0, 0)","(0, 0)",
600,"[45.5, 22.5]","[24, 9.0]","[34.5, 21.0]","[22.75, 15.0]","[52.0, 6.0]",,"[20.75, 13.5]","(0, 0)","(0, 0)",
601,"[47.5, 13.5]","[24, 19.5]","[35.75, 21.0]","[19.5, 21.0]","[22.75, 6.0]",,"[20.75, 9.0]","(0, 0)","(0, 0)",
602,"[39.0, 9.0]","[22.75, 13.5]","[35.75, 10.5]","[20.75, 21.0]","(0, 0)",,"(0, 0)","[26, 22.5]","[20.75, 9.0]",
603,"[26, 6.0]","[45.5, 22.5]","[41.0, 13.5]","[20.75, 9.0]","(0, 0)",,"[32.5, 10.5]","(0, 0)","[24, 12.0]",
604,"(0, 0)","[45.5, 15.0]","[44.25, 16.5]","(0, 0)","(0, 0)",,"[45.5, 13.5]","[26, 22.5]","[26, 13.5]",
605,"(0, 0)","[47.5, 21.0]","[29.25, 13.5]","[15.25, 10.5]","[15.25, 6.0]",,"(0, 0)","(0, 0)","[28.0, 18.0]",
606,"(0, 0)","[47.5, 10.5]","[26, 9.0]","[42.25, 9.0]","[15.25, 21.0]",,"(0, 0)","(0, 0)","[32.5, 21.0]",
607,"(0, 0)","[42.25, 10.5]","[24, 10.5]","(0, 0)","[19.5, 18.0]",,"[32.5, 12.0]","[32.5, 6.0]","[34.5, 15.0]",
608,"[29.25, 13.5]","[39.0, 9.0]","(0, 0)","(0, 0)","[19.5, 21.0]",,"[29.25, 6.0]","[32.5, 18.0]","[41.0, 15.0]",
609,"(0, 0)","(0, 0)","[20.75, 9.0]","[19.5, 16.5]","[24, 15.0]",,"[20.75, 6.0]","[35.75, 19.5]","[47.5, 19.5]",
610,"(0, 0)","[20.75, 6.0]","(0, 0)","[15.25, 21.0]","[34.5, 15.0]",,"[20.75, 9.0]","[35.75, 21.0]","[31.25, 12.0]",
611,"(0, 0)","(0, 0)","(0, 0)","[22.75, 15.0]","[20.75, 9.0]",,"(0, 0)","[45.5, 22.5]","[22.75, 12.0]",
612,"[32.5, 21.0]","(0, 0)","[44.25, 12.0]","[22.75, 10.5]","(0, 0)",,"[24, 13.5]","[44.25, 22.5]","(0, 0)",
613,"[32.5, 16.5]","[35.75, 9.0]","[41.0, 22.5]","[20.75, 9.0]","(0, 0)",,"[24, 15.0]","[44.25, 10.5]","(0, 0)",
614,"[35.75, 21.0]","(0, 0)","[32.5, 22.5]","(0, 0)","(0, 0)",,"[19.5, 21.0]","[39.0, 15.0]","(0, 0)",
615,"[31.25, 16.5]","[24, 13.5]","[32.5, 16.5]","[24, 12.0]","(0, 0)",,"[41.0, 15.0]","[34.5, 15.0]","[24, 13.5]",
616,"[26, 22.5]","[35.75, 9.0]","[24, 13.5]","[24, 18.0]","[19.5, 21.0]",,"[47.5, 10.5]","[22.75, 15.0]","[22.75, 21.0]",
617,"[22.75, 18.0]","(0, 0)","[22.75, 21.0]","[34.5, 18.0]","[22.75, 18.0]",,"[32.5, 12.0]","[19.5, 21.0]","[20.75, 16.5]",
618,"[22.75, 13.5]","(0, 0)","[19.5, 21.0]","[19.5, 16.5]","[22.75, 21.0]",,"(0, 0)","[15.25, 10.5]","[20.75, 9.0]",
619,"[22.75, 12.0]","[26, 13.5]","[20.75, 16.5]","(0, 0)","[24, 21.0]",,"(0, 0)","[15.25, 6.0]","(0, 0)",
620,"(0, 0)","[37.75, 21.0]","[20.75, 9.0]","(0, 0)","[26, 22.5]",,"(0, 0)","(0, 0)","[48.75, 9.0]",
621,"[20.75, 12.0]","[20.75, 9.0]","(0, 0)","[22.75, 6.0]","[28.0, 15.0]",,"[20.75, 6.0]","[32.5, 6.0]","[41.0, 13.5]",
622,"[20.75, 21.0]","(0, 0)","[52.0, 9.0]","(0, 0)","[32.5, 18.0]",,"[24, 6.0]","(0, 0)","[41.0, 16.5]",
623,"[32.5, 21.0]","[26, 13.5]","[44.25, 12.0]","[15.25, 6.0]","[42.25, 18.0]",,"[24, 9.0]","(0, 0)","[39.0, 19.5]",
624,"(0, 0)","(0, 0)","(0, 0)","[19.5, 21.0]","[45.5, 15.0]",,"[24, 18.0]","[20.75, 9.0]","[24, 13.5]",
625,"(0, 0)","(0, 0)","(0, 0)","[24, 22.5]","[45.5, 10.5]",,"[24, 19.5]","[20.75, 10.5]","(0, 0)",
626,"[26, 6.0]","(0, 0)","[19.5, 18.0]","[26, 22.5]","[35.75, 9.0]",,"[22.75, 21.0]","[20.75, 21.0]",,
627,"(0, 0)","[20.75, 9.0]","[19.5, 21.0]","[28.0, 15.0]","[29.25, 10.5]",,"[19.5, 21.0]","[44.25, 15.0]",,
628,"[20.75, 9.0]","[20.75, 21.0]","[22.75, 15.0]","[32.5, 18.0]","[26, 6.0]",,"[45.5, 19.5]","[44.25, 21.0]",,
629,"[32.5, 18.0]","[19.5, 21.0]","[26, 22.5]","[35.75, 13.5]","(0, 0)",,"[45.5, 12.0]","[45.5, 22.5]",,
630,"[34.5, 15.0]","[15.25, 21.0]","[35.75, 18.0]","[41.0, 15.0]","(0, 0)",,"[32.5, 9.0]","[47.5, 13.5]",,
631,"[50.75, 12.0]","[22.75, 21.0]","[41.0, 19.5]","[44.25, 9.0]","(0, 0)",,"(0, 0)","[47.5, 10.5]",,
632,"[26, 6.0]","[31.25, 21.0]","[41.0, 15.0]","[52.0, 10.5]","(0, 0)",,"(0, 0)","[24, 10.5]",,
633,"(0, 0)","[34.5, 15.0]","[41.0, 22.5]","[47.5, 9.0]","[22.75, 6.0]",,"(0, 0)","[22.75, 6.0]",,
634,"(0, 0)","[35.75, 13.5]","[45.5, 18.0]","[39.0, 9.0]","[22.75, 10.5]",,"[24, 13.5]","(0, 0)",,
635,"[32.5, 18.0]","[44.25, 22.5]","[45.5, 22.5]","[22.75, 6.0]","[22.75, 15.0]",,"[22.75, 18.0]","[20.75, 9.0]",,
636,"[37.75, 21.0]","[45.5, 13.5]","[42.25, 9.0]","(0, 0)","[19.5, 21.0]",,"[15.25, 10.5]","(0, 0)",,
637,"[41.0, 10.5]","[48.75, 9.0]","[39.0, 10.5]","(0, 0)","[26, 22.5]",,"(0, 0)","(0, 0)",,
638,"[15.25, 6.0]","[39.0, 9.0]","[20.75, 9.0]","[41.0, 10.5]","[39.0, 18.0]",,"[24, 13.5]","(0, 0)",,
639,"(0, 0)","[37.75, 6.0]","(0, 0)","[41.0, 18.0]","[45.5, 22.5]",,"(0, 0)","[47.5, 22.5]",,
640,"[22.75, 10.5]","[32.5, 9.0]","[19.5, 6.0]","[48.75, 21.0]","[44.25, 12.0]",,"(0, 0)","[48.75, 6.0]",,
641,"[19.5, 21.0]","(0, 0)","[19.5, 18.0]","[50.75, 9.0]","[47.5, 9.0]",,"(0, 0)","(0, 0)",,
642,"[32.5, 18.0]","(0, 0)","(0, 0)","[34.5, 9.0]","[47.5, 10.5]",,"[22.75, 10.5]","(0, 0)",,
643,"(0, 0)","(0, 0)","(0, 0)","[24, 10.5]","[29.25, 6.0]",,"(0, 0)",,,
644,"(0, 0)","[19.5, 21.0]","[22.75, 21.0]","[20.75, 9.0]","[28.0, 9.0]",,"(0, 0)",,,
645,"(0, 0)","[26, 22.5]","(0, 0)","(0, 0)","(0, 0)",,"(0, 0)",,,
646,"[19.5, 21.0]","[39.0, 12.0]","[22.75, 21.0]","[15.25, 10.5]","(0, 0)",,"[47.5, 12.0]",,,
647,"(0, 0)","[41.0, 10.5]","(0, 0)","[19.5, 21.0]","(0, 0)",,"[41.0, 18.0]",,,
648,"(0, 0)","[41.0, 15.0]","(0, 0)","[22.75, 15.0]","[22.75, 6.0]",,"[41.0, 13.5]",,,
649,"(0, 0)","[42.25, 16.5]","(0, 0)","[26, 10.5]","[24, 6.0]",,"[32.5, 19.5]",,,
650,"[47.5, 18.0]","[48.75, 12.0]","[20.75, 9.0]","[41.0, 10.5]","[24, 13.5]",,"[32.5, 22.5]",,,
651,"[45.5, 22.5]","[45.5, 10.5]","[26, 10.5]","(0, 0)","[24, 16.5]",,"[26, 19.5]",,,
652,"[44.25, 15.0]","[22.75, 6.0]","[26, 21.0]","(0, 0)","[19.5, 19.5]",,"[20.75, 21.0]",,,
653,"[32.5, 15.0]","(0, 0)","[44.25, 10.5]","[22.75, 15.0]","[15.25, 21.0]",,"[19.5, 9.0]",,,
654,"[32.5, 18.0]","[19.5, 21.0]","[48.75, 9.0]","[19.5, 21.0]","[47.5, 21.0]",,"(0, 0)",,,
655,"[22.75, 15.0]","(0, 0)","(0, 0)","[26, 22.5]","[41.0, 13.5]",,"[47.5, 12.0]",,,
656,"[22.75, 10.5]","(0, 0)","(0, 0)","[28.0, 15.0]","[31.25, 6.0]",,"(0, 0)",,,
657,"(0, 0)","(0, 0)","(0, 0)","[31.25, 16.5]","(0, 0)",,"(0, 0)",,,
658,"[20.75, 9.0]","[20.75, 9.0]","[22.75, 21.0]","[34.5, 15.0]","[22.75, 6.0]",,"(0, 0)",,,
659,"[20.75, 16.5]","[20.75, 15.0]","[22.75, 18.0]","[47.5, 13.5]","(0, 0)",,"[24, 10.5]",,,
660,"[19.5, 21.0]","[20.75, 22.5]","[24, 16.5]","[45.5, 10.5]","(0, 0)",,"[24, 12.0]",,,
