,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
206.16421513910754,,"[26, 15.0]",,,,,,,,
207.16152731903355,"[34.5, 9.0]",,,,,,,,,
209.66442477560065,,,,"[22.75, 18.0]",,,,,,
211.13360394084853,,,"[24, 16.5]",,,,,,,
214.95428409063524,,,,,"(0, 0)",,,,,
215.05428409063524,,,,,,,,,,
215.15428409063523,,,,,,,,,,
215.66442477560065,,,,"[22.75, 12.0]",,,,,,
218.74644467126916,,"[37.75, 19.5]",,,,,,,,
219.28846015466846,"[22.75, 12.0]",,,,,,,,,
222.4281442588457,,,,,,,,"[26, 6.0]",,
222.89401143013245,"[20.75, 9.0]",,,,,,,,,
228.61115449974358,,"[47.5, 21.0]",,,,,,,,
229.2128439497714,,,,,,,"(0, 0)",,,
229.3128439497714,,,,,,,,,,
229.34280260181535,,,,,,,,"[31.25, 10.5]",,
229.4128439497714,,,,,,,,,,
229.63121936867987,,,,,,,,,"(0, 0)",
229.73121936867986,,,,,,,,,,
229.83121936867985,,,,,,,,,,
232.8010559070915,,,,,,,,,,"[44.25, 16.5]"
233.84280260181535,,,,,,,,"[35.75, 10.5]",,
234.63360394084853,,,"[47.5, 16.5]",,,,,,,
236.7543419609281,,,,,"[20.75, 6.0]",,,,,
236.84280260181535,,,,,,,,"[35.75, 13.5]",,
239.55803284174658,,,"[45.5, 21.0]",,,,,,,
240.03330075941167,,,,,,"(0, 0)",,,,
240.13330075941167,,,,,,,,,,
240.23330075941166,,,,,,,,,,
241.3852820707998,,,,"(0, 0)",,,,,,
241.4852820707998,,,,,,,,,,
241.5852820707998,,,,,,,,,,
243.9591999779144,,"[44.25, 6.0]",,,,,,,,
244.34280260181535,,,,,,,,"[35.75, 21.0]",,
245.51175888649954,"(0, 0)",,,,,,,,,
245.61175888649953,,,,,,,,,,
245.71175888649952,,,,,,,,,,
245.9591999779144,,"[42.25, 6.0]",,,,,,,,
247.30803284174658,,,"[37.75, 21.0]",,,,,,,
251.80633518441846,,,,,"[19.5, 21.0]",,,,,
252.44896682504694,,,,,,,,,"[20.75, 9.0]",
255.13370124497055,,,,,,,"[22.75, 12.0]",,,
255.44896682504694,,,,,,,,,"[20.75, 12.0]",
255.76034786987074,,"[34.5, 12.0]",,,,,,,,
256.63370124497055,,,,,,,"[22.75, 13.5]",,,
257.53607740377413,,,,,,,,"[47.5, 15.0]",,
257.7273658338339,,,"[32.5, 12.0]",,,,,,,
259.03607740377413,,,,,,,,"[47.5, 13.5]",,
259.63370124497055,,,,,,,"[22.75, 10.5]",,,
261.5862636639472,,,,,,,"[24, 9.0]",,,
262.9192584015089,,"[28.0, 9.0]",,,,,,,,
263.18533994109265,,,,"[20.75, 6.0]",,,,,,
263.4194549534643,"[15.25, 9.0]",,,,,,,,,
264.3981978658971,,,"[26, 10.5]",,,,,,,
264.4489668250469,,,,,,,,,"[20.75, 21.0]",
264.58697823156774,,,,,,,,"[44.25, 18.0]",,
265.95415805461084,,,,,,"[22.75, 12.0]",,,,
266.0862636639472,,,,,,,"[24, 13.5]",,,
266.18533994109265,,,,"[20.75, 9.0]",,,,,,
267.9067204735875,,,,,,"[24, 10.5]",,,,
269.0862636639472,,,,,,,"[24, 16.5]",,,
270.6082914443312,,,,"[24, 6.0]",,,,,,
273.5862636639472,,,,,,,"[24, 21.0]",,,
273.6685112823398,,,,,,,,,"[22.75, 12.0]",
275.325344029025,,,,,,,,"[34.5, 22.5]",,
276.60174806664327,,,,,"[44.25, 22.5]",,,,,
278.4067204735875,,,,,,"[24, 21.0]",,,,
280.027240381385,,,,,,,,,,"(0, 0)"
280.12724038138504,,,,,,,,,,
280.22724038138506,,,,,,,,,,
280.7345495243871,"[32.5, 10.5]",,,,,,,,,
281.1082914443312,,,,"[24, 16.5]",,,,,,
281.6411206418908,,,,,,,,,"[28.0, 18.0]",
284.3582914443312,,,,"[22.75, 13.5]",,,,,,
284.7312757939242,,,,,,"[26, 15.0]",,,,
285.15750102762564,"[35.75, 13.5]",,,,,,,,,
285.82129252393617,,,,,"[42.25, 13.5]",,,,,
286.3115060649581,,,,,,,,,"[29.25, 13.5]",
289.2487187716243,,,,,,,"[37.75, 13.5]",,,
290.40015746070634,,,,,,,,"[19.5, 21.0]",,
292.3301407412144,,"(0, 0)",,,,,,,,
292.4301407412144,,,,,,,,,,
292.438347651517,,,"(0, 0)",,,,,,,
292.53014074121444,,,,,,,,,,
292.53834765151703,,,,,,,,,,
292.63834765151705,,,,,,,,,,
292.8281740374434,,,,,,,"[41.0, 15.0]",,,
294.0781740374434,,,,,,,"[42.25, 15.0]",,,
294.96489316212944,,,,"[15.25, 21.0]",,,,,,
296.5126089465097,,,,,,,,,"[39.0, 16.5]",
296.55965832139344,,,,,"[52.0, 9.0]",,,,,
297.2844338632606,"[47.5, 10.5]",,,,,,,,,
297.68372531290737,,,,,,,"[44.25, 12.0]",,,
299.7312757939242,,,,,,"[41.0, 15.0]",,,,
301.4370378474078,,,,,,,,,"[41.0, 21.0]",
301.68383821290087,,,,,,"[42.25, 16.5]",,,,
305.71489316212944,,,,"[26, 21.0]",,,,,,
306.6812098377823,,,,,,,,,,"[22.75, 13.5]"
