wave,distance,routes,order_per_wave,robot
128,208,"[[45.5, 19.5], [37.75, 21.0], [26, 15.0], [19.5, 21.0], [22.75, 21.0], [22.75, 15.0], [22.75, 6.0], (0, 0), [20.75, 9.0], [44.25, 9.0], [45.5, 19.5]]",9,R9
129,207,"[[22.75, 13.5], [19.5, 21.0], [35.75, 22.5], [39.0, 16.5], [41.0, 15.0], [47.5, 9.0], [20.75, 6.0], (0, 0), [22.75, 13.5]]",9,R10
130,263,"[[47.5, 6.0], [50.75, 9.0], [47.5, 22.5], [41.0, 15.0], [35.75, 16.5], [34.5, 15.0], [24, 18.0], [24, 9.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [39.0, 9.0], [47.5, 6.0]]",9,R1
131,188,"[[24, 6.0], [31.25, 6.0], [41.0, 10.5], [26, 19.5], [26, 22.5], [22.75, 13.5], [20.75, 12.0], [20.75, 6.0], (0, 0), [24, 6.0]]",9,R2
132,166,"[[22.75, 6.0], [22.75, 12.0], [22.75, 15.0], [20.75, 22.5], [26, 22.5], [37.75, 19.5], [41.0, 10.5], [26, 6.0], (0, 0), [22.75, 6.0]]",9,R3
133,213,"[[24, 6.0], [24, 10.5], [20.75, 9.0], (0, 0), [22.75, 13.5], [19.5, 21.0], [26, 22.5], [42.25, 16.5], [45.5, 13.5], [24, 6.0]]",9,R4
134,124,"[[22.75, 15.0], (0, 0), [37.75, 13.5], [22.75, 15.0]]",9,R5
135,249,"[[19.5, 21.0], [20.75, 22.5], [20.75, 9.0], (0, 0), [24, 6.0], [24, 13.5], [37.75, 13.5], [52.0, 13.5], [44.25, 21.0], [44.25, 15.0], [22.75, 13.5], [19.5, 21.0]]",9,R6
136,205,"[[44.25, 15.0], [44.25, 16.5], [22.75, 13.5], [19.5, 21.0], [24, 21.0], [24, 15.0], [24, 10.5], (0, 0), [47.5, 12.0], [45.5, 22.5], [44.25, 15.0]]",9,R7
137,193,"[[20.75, 9.0], [20.75, 10.5], [20.75, 6.0], [22.75, 10.5], [22.75, 13.5], [24, 13.5], [32.5, 18.0], [44.25, 9.0], (0, 0), [20.75, 9.0]]",9,R8
138,187,"[[24, 19.5], [24, 21.0], [19.5, 21.0], [26, 15.0], [42.25, 15.0], [31.25, 9.0], (0, 0), [24, 13.5], [24, 19.5]]",9,R9
139,269,"[[34.5, 12.0], [34.5, 15.0], [22.75, 15.0], [19.5, 21.0], [20.75, 9.0], (0, 0), [31.25, 9.0], [31.25, 16.5], [45.5, 18.0], [47.5, 6.0], [44.25, 6.0], [37.75, 12.0], [34.5, 12.0]]",9,R10
140,118,"[(0, 0), [47.5, 12.0], (0, 0)]",9,R1
141,80,"[[19.5, 21.0], (0, 0), [19.5, 21.0]]",9,R2
142,58,"[[20.75, 9.0], (0, 0), [20.75, 9.0]]",9,R3
143,261,"[[22.75, 13.5], [19.5, 21.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [37.75, 9.0], [39.0, 9.0], [42.25, 9.0], [47.5, 16.5], [47.5, 22.5], [26, 19.5], [24, 13.5], [22.75, 13.5]]",9,R4
144,232,"[[31.25, 6.0], (0, 0), [22.75, 12.0], [19.5, 21.0], [26, 13.5], [32.5, 19.5], [44.25, 22.5], [50.75, 9.0], [37.75, 9.0], [31.25, 6.0]]",9,R5
145,102,"[[41.0, 10.5], (0, 0), [41.0, 10.5]]",9,R6
146,124,"[[37.75, 18.0], [20.75, 9.0], (0, 0), [37.75, 18.0]]",9,R7
147,298,"[[19.5, 21.0], [24, 13.5], [34.5, 13.5], [34.5, 21.0], [44.25, 15.0], [45.5, 16.5], [48.75, 12.0], [39.0, 9.0], [31.25, 12.0], (0, 0), [20.75, 9.0], [22.75, 13.5], [19.5, 21.0]]",9,R8
148,258,"[[20.75, 22.5], [19.5, 21.0], [15.25, 9.0], (0, 0), [20.75, 6.0], [24, 6.0], [24, 9.0], [26, 10.5], [47.5, 9.0], [48.75, 16.5], [31.25, 19.5], [29.25, 13.5], [20.75, 22.5]]",9,R9
149,214,"[[35.75, 19.5], [41.0, 13.5], [44.25, 21.0], [24, 19.5], [24, 12.0], [20.75, 13.5], [20.75, 9.0], (0, 0), [26, 6.0], [28.0, 6.0], [28.0, 12.0], [35.75, 19.5]]",9,R10
150,220,"[[28.0, 9.0], [28.0, 10.5], [28.0, 16.5], [26, 16.5], [26, 10.5], [24, 12.0], [22.75, 6.0], [22.75, 13.5], [22.75, 16.5], [15.25, 21.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [34.5, 6.0], [28.0, 9.0]]",9,R1
151,211,"[[24, 10.5], [24, 13.5], [22.75, 13.5], [47.5, 21.0], [47.5, 16.5], [48.75, 12.0], [34.5, 12.0], [34.5, 9.0], (0, 0), [24, 10.5]]",9,R2
152,98,"[[35.75, 13.5], (0, 0), [35.75, 13.5]]",9,R3
153,262,"[[24, 19.5], [24, 10.5], [20.75, 9.0], (0, 0), [15.25, 21.0], [22.75, 15.0], [41.0, 16.5], [41.0, 13.5], [42.25, 15.0], [45.5, 13.5], [35.75, 13.5], [24, 19.5]]",9,R4
154,306,"[[15.25, 21.0], [22.75, 21.0], [24, 16.5], [24, 19.5], [37.75, 13.5], [37.75, 21.0], [45.5, 16.5], [52.0, 15.0], [48.75, 12.0], [47.5, 9.0], [35.75, 9.0], [22.75, 6.0], [22.75, 9.0], [20.75, 9.0], (0, 0), [15.25, 21.0]]",9,R5
155,238,"[[20.75, 9.0], [20.75, 15.0], [19.5, 18.0], [22.75, 21.0], [41.0, 15.0], [44.25, 15.0], [47.5, 18.0], [45.5, 10.5], [29.25, 9.0], (0, 0), [20.75, 9.0]]",9,R6
156,253,"[[22.75, 15.0], [22.75, 13.5], [22.75, 6.0], (0, 0), [15.25, 10.5], [20.75, 10.5], [20.75, 12.0], [19.5, 18.0], [35.75, 16.5], [47.5, 22.5], [47.5, 15.0], [41.0, 15.0], [28.0, 15.0], [22.75, 15.0]]",9,R7
157,243,"[(0, 0), [22.75, 12.0], [28.0, 9.0], [28.0, 15.0], [29.25, 13.5], [42.25, 12.0], [47.5, 12.0], [52.0, 10.5], (0, 0)]",9,R8
158,144,"[[41.0, 15.0], [41.0, 22.5], [37.75, 18.0], [19.5, 21.0], (0, 0), [41.0, 15.0]]",9,R9
159,218,"[(0, 0), [19.5, 9.0], [26, 6.0], [28.0, 6.0], [41.0, 10.5], [42.25, 13.5], [22.75, 18.0], [22.75, 15.0], [22.75, 13.5], [22.75, 12.0], [20.75, 12.0], (0, 0)]",9,R10
160,283,"[[26, 6.0], [26, 16.5], [24, 19.5], [22.75, 15.0], [22.75, 12.0], [22.75, 6.0], [20.75, 9.0], (0, 0), [19.5, 12.0], [19.5, 21.0], [37.75, 13.5], [41.0, 13.5], [47.5, 19.5], [47.5, 10.5], [42.25, 9.0], [26, 6.0]]",9,R1
161,143,"[[28.0, 9.0], [28.0, 15.0], [32.5, 19.5], [22.75, 21.0], [22.75, 13.5], [22.75, 12.0], (0, 0), [20.75, 9.0], [20.75, 10.5], [28.0, 9.0]]",9,R2
162,237,"[[31.25, 16.5], [26, 15.0], [26, 21.0], [24, 13.5], [24, 9.0], [22.75, 6.0], [22.75, 13.5], [22.75, 15.0], [15.25, 21.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [41.0, 9.0], [35.75, 22.5], [31.25, 16.5]]",9,R3
163,269,"[[22.75, 12.0], [22.75, 15.0], [22.75, 21.0], [28.0, 15.0], [32.5, 18.0], [37.75, 21.0], [41.0, 18.0], [47.5, 21.0], [47.5, 10.5], [48.75, 12.0], [42.25, 12.0], [20.75, 9.0], [20.75, 10.5], [20.75, 12.0], (0, 0), [22.75, 12.0]]",9,R4
164,274,"[[28.0, 15.0], [22.75, 21.0], [19.5, 12.0], (0, 0), [20.75, 9.0], [24, 10.5], [24, 12.0], [29.25, 9.0], [39.0, 9.0], [47.5, 10.5], [44.25, 22.5], [37.75, 13.5], [28.0, 15.0]]",9,R5
165,114,"[(0, 0), [42.25, 15.0], (0, 0)]",9,R6
166,126,"[[22.75, 15.0], [20.75, 22.5], [34.5, 12.0], (0, 0), [22.75, 15.0]]",9,R7
167,191,"[(0, 0), [20.75, 6.0], [20.75, 10.5], [20.75, 18.0], [24, 19.5], [24, 21.0], [22.75, 13.5], [22.75, 12.0], [26, 6.0], [48.75, 12.0], (0, 0)]",9,R8
168,223,"[[20.75, 9.0], [20.75, 10.5], [22.75, 12.0], [22.75, 18.0], [24, 21.0], [24, 19.5], [24, 12.0], [24, 6.0], [28.0, 9.0], [37.75, 13.5], [19.5, 18.0], [15.25, 10.5], (0, 0), [20.75, 9.0]]",9,R9
169,245,"[(0, 0), [24, 6.0], [24, 16.5], [22.75, 13.5], [15.25, 21.0], [26, 21.0], [41.0, 22.5], [50.75, 9.0], [34.5, 9.0], [20.75, 6.0], [20.75, 9.0], (0, 0)]",9,R10
170,223,"[[47.5, 9.0], [52.0, 6.0], [52.0, 13.5], [37.75, 16.5], [31.25, 16.5], [26, 22.5], [22.75, 15.0], [22.75, 13.5], [22.75, 6.0], (0, 0), [20.75, 9.0], [47.5, 9.0]]",9,R1
171,259,"[[44.25, 6.0], [44.25, 15.0], [42.25, 16.5], [37.75, 15.0], [26, 16.5], [19.5, 21.0], [22.75, 13.5], (0, 0), [28.0, 6.0], [28.0, 12.0], [47.5, 12.0], [44.25, 6.0]]",9,R2
172,180,"[[20.75, 9.0], [20.75, 10.5], [20.75, 12.0], [20.75, 15.0], [19.5, 19.5], [31.25, 19.5], [34.5, 12.0], [34.5, 9.0], [24, 9.0], [22.75, 12.0], (0, 0), [20.75, 9.0]]",9,R3
173,272,"[[41.0, 10.5], [39.0, 9.0], [34.5, 9.0], [34.5, 12.0], [24, 19.5], [22.75, 18.0], [19.5, 21.0], [20.75, 9.0], (0, 0), [45.5, 12.0], [45.5, 21.0], [47.5, 22.5], [48.75, 12.0], [41.0, 10.5]]",9,R4
174,132,"[[24, 13.5], [24, 15.0], [24, 16.5], [24, 19.5], [24, 21.0], [26, 22.5], [26, 15.0], [19.5, 21.0], [22.75, 15.0], (0, 0), [24, 13.5]]",9,R5
175,257,"[[19.5, 9.0], [19.5, 21.0], [22.75, 19.5], [22.75, 13.5], [24, 19.5], [24, 6.0], [26, 10.5], [26, 16.5], [35.75, 13.5], [47.5, 12.0], [20.75, 6.0], [20.75, 10.5], (0, 0), [19.5, 9.0]]",9,R6
176,265,"[[45.5, 13.5], [44.25, 21.0], [35.75, 21.0], [28.0, 15.0], [22.75, 21.0], [19.5, 21.0], [15.25, 21.0], (0, 0), [22.75, 6.0], [24, 9.0], [29.25, 10.5], [47.5, 12.0], [45.5, 13.5]]",9,R7
177,141,"[[26, 16.5], [15.25, 21.0], (0, 0), [37.75, 12.0], [26, 16.5]]",9,R8
178,189,"[[20.75, 13.5], [19.5, 21.0], [24, 21.0], [24, 13.5], [35.75, 22.5], [52.0, 13.5], (0, 0), [20.75, 13.5]]",9,R9
179,86,"[(0, 0), [24, 19.5], (0, 0)]",9,R10
180,138,"[(0, 0), [22.75, 6.0], [26, 10.5], [19.5, 21.0], [15.25, 21.0], [20.75, 12.0], (0, 0)]",9,R1
181,64,"[(0, 0), [20.75, 12.0], (0, 0)]",9,R2
182,238,"[[24, 18.0], [22.75, 13.5], [22.75, 6.0], (0, 0), [20.75, 12.0], [19.5, 21.0], [19.5, 19.5], [15.25, 21.0], [26, 12.0], [37.75, 6.0], [44.25, 16.5], [24, 18.0]]",9,R3
183,114,"[(0, 0), [45.5, 12.0], (0, 0)]",9,R4
184,130,"[(0, 0), [22.75, 6.0], [22.75, 13.5], [19.5, 21.0], [24, 16.5], [24, 18.0], [24, 19.5], [26, 13.5], [26, 6.0], (0, 0)]",9,R5
185,105,"[(0, 0), [20.75, 9.0], [26, 22.5], [22.75, 13.5], (0, 0)]",9,R6
186,221,"[[34.5, 12.0], [34.5, 16.5], [37.75, 21.0], [41.0, 10.5], [39.0, 9.0], [32.5, 12.0], [28.0, 22.5], [28.0, 15.0], [20.75, 9.0], (0, 0), [34.5, 12.0]]",9,R7
187,229,"[[37.75, 13.5], [37.75, 10.5], [24, 10.5], [24, 12.0], (0, 0), [20.75, 6.0], [20.75, 9.0], [20.75, 13.5], [20.75, 22.5], [19.5, 21.0], [15.25, 21.0], [22.75, 21.0], [22.75, 16.5], [22.75, 13.5], [26, 18.0], [44.25, 21.0], [37.75, 13.5]]",9,R8
188,215,"[[35.75, 21.0], [26, 22.5], [24, 21.0], [24, 13.5], [19.5, 21.0], [20.75, 10.5], [20.75, 9.0], (0, 0), [22.75, 9.0], [47.5, 9.0], [47.5, 12.0], [44.25, 19.5], [35.75, 21.0]]",9,R9
189,242,"[[15.25, 10.5], [19.5, 18.0], [19.5, 21.0], [26, 22.5], [28.0, 16.5], [28.0, 15.0], [28.0, 6.0], [32.5, 6.0], [32.5, 9.0], [32.5, 16.5], [32.5, 18.0], [37.75, 21.0], [41.0, 15.0], [39.0, 9.0], [20.75, 10.5], [20.75, 9.0], (0, 0), [15.25, 10.5]]",9,R10
190,208,"[[22.75, 13.5], [26, 22.5], [28.0, 15.0], [37.75, 21.0], [35.75, 18.0], [24, 16.5], [24, 13.5], [26, 6.0], (0, 0), [20.75, 6.0], [20.75, 12.0], [22.75, 13.5]]",9,R1
191,222,"[[39.0, 9.0], [34.5, 12.0], [37.75, 21.0], [32.5, 18.0], [24, 21.0], [22.75, 15.0], [20.75, 21.0], [20.75, 10.5], [20.75, 9.0], (0, 0), [15.25, 12.0], [39.0, 9.0]]",9,R2
192,125,"[[34.5, 13.5], [37.75, 16.5], (0, 0), [34.5, 13.5]]",9,R3
193,236,"[[19.5, 21.0], [24, 19.5], [31.25, 21.0], [31.25, 22.5], [44.25, 10.5], [48.75, 10.5], [41.0, 10.5], [20.75, 9.0], [20.75, 6.0], (0, 0), [22.75, 12.0], [22.75, 15.0], [19.5, 21.0]]",9,R4
194,254,"[[45.5, 13.5], [52.0, 13.5], [41.0, 15.0], [35.75, 15.0], [24, 18.0], [24, 10.5], [22.75, 6.0], [22.75, 10.5], (0, 0), [26, 10.5], [45.5, 13.5]]",9,R5
195,189,"[[26, 15.0], [24, 19.5], [24, 16.5], [15.25, 10.5], [15.25, 6.0], (0, 0), [22.75, 6.0], [28.0, 9.0], [37.75, 13.5], [26, 15.0]]",9,R6
196,146,"[[19.5, 21.0], [20.75, 21.0], [24, 19.5], [34.5, 19.5], [22.75, 13.5], (0, 0), [19.5, 21.0]]",9,R7
197,151,"[(0, 0), [19.5, 21.0], [26, 16.5], [32.5, 18.0], [35.75, 10.5], (0, 0)]",9,R8
198,172,"[[42.25, 9.0], [41.0, 15.0], [37.75, 21.0], [24, 18.0], [24, 21.0], [19.5, 21.0], (0, 0), [42.25, 9.0]]",9,R9
199,201,"[(0, 0), [20.75, 6.0], [20.75, 9.0], [22.75, 13.5], [19.5, 21.0], [44.25, 18.0], [45.5, 22.5], [39.0, 18.0], [39.0, 9.0], [24, 6.0], (0, 0)]",9,R10
200,212,"[(0, 0), [20.75, 6.0], [28.0, 9.0], [39.0, 9.0], [41.0, 10.5], [31.25, 18.0], [26, 22.5], [19.5, 21.0], [24, 21.0], [24, 13.5], (0, 0)]",9,R1
201,236,"[[20.75, 12.0], [19.5, 21.0], [26, 15.0], [35.75, 18.0], [37.75, 13.5], [39.0, 9.0], [34.5, 13.5], [22.75, 15.0], [22.75, 12.0], (0, 0), [20.75, 12.0]]",9,R2
202,242,"[[19.5, 12.0], [19.5, 21.0], [22.75, 13.5], [22.75, 12.0], [31.25, 21.0], [41.0, 15.0], [45.5, 13.5], [42.25, 12.0], [32.5, 6.0], [20.75, 9.0], (0, 0), [19.5, 12.0]]",9,R3
203,248,"[[47.5, 12.0], [52.0, 6.0], [42.25, 12.0], [42.25, 15.0], [37.75, 21.0], [35.75, 13.5], [19.5, 21.0], [20.75, 9.0], [20.75, 6.0], (0, 0), [22.75, 10.5], [47.5, 12.0]]",9,R4
204,188,"[[19.5, 21.0], [22.75, 15.0], [22.75, 13.5], [20.75, 9.0], (0, 0), [42.25, 12.0], [37.75, 21.0], [34.5, 16.5], [19.5, 21.0]]",9,R5
205,202,"[[32.5, 21.0], [34.5, 22.5], [44.25, 16.5], [47.5, 10.5], (0, 0), [20.75, 9.0], [20.75, 15.0], [22.75, 13.5], [24, 21.0], [32.5, 21.0]]",9,R6
206,143,"[(0, 0), [20.75, 9.0], [20.75, 10.5], [19.5, 21.0], [31.25, 22.5], [34.5, 12.0], [32.5, 6.0], (0, 0)]",9,R7
207,237,"[[20.75, 6.0], (0, 0), [24, 13.5], [19.5, 21.0], [35.75, 22.5], [37.75, 18.0], [52.0, 10.5], [34.5, 9.0], [32.5, 10.5], [20.75, 6.0]]",9,R8
208,145,"[[24, 21.0], [45.5, 22.5], [20.75, 9.0], (0, 0), [24, 21.0]]",9,R9
209,90,"[(0, 0), [20.75, 9.0], [19.5, 21.0], (0, 0)]",9,R10
210,229,"[(0, 0), [31.25, 6.0], [31.25, 16.5], [41.0, 15.0], [44.25, 19.5], [52.0, 13.5], [35.75, 21.0], [24, 21.0], [19.5, 21.0], [20.75, 9.0], (0, 0)]",9,R1
211,199,"[[20.75, 9.0], [20.75, 10.5], [19.5, 21.0], [32.5, 21.0], [37.75, 15.0], [37.75, 13.5], [44.25, 22.5], [47.5, 21.0], [47.5, 12.0], [32.5, 6.0], (0, 0), [20.75, 9.0]]",9,R2
212,271,"[[26, 15.0], [24, 21.0], [24, 13.5], [24, 10.5], [22.75, 12.0], [19.5, 21.0], [20.75, 15.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [47.5, 12.0], [41.0, 15.0], [35.75, 22.5], [35.75, 19.5], [34.5, 15.0], [26, 15.0]]",9,R3
213,240,"[(0, 0), [22.75, 9.0], [22.75, 12.0], [19.5, 21.0], [20.75, 18.0], [24, 21.0], [34.5, 13.5], [39.0, 16.5], [47.5, 12.0], [26, 10.5], (0, 0)]",9,R4
214,273,"[[26, 16.5], [31.25, 22.5], [31.25, 12.0], [34.5, 13.5], [37.75, 13.5], [41.0, 10.5], [22.75, 12.0], [20.75, 9.0], (0, 0), [19.5, 15.0], [15.25, 21.0], [26, 16.5]]",9,R5
215,268,"[[20.75, 13.5], [20.75, 15.0], [19.5, 21.0], [22.75, 13.5], [32.5, 19.5], [34.5, 19.5], [37.75, 12.0], [47.5, 12.0], [50.75, 9.0], [24, 12.0], (0, 0), [20.75, 13.5]]",9,R6
216,276,"[[44.25, 22.5], [45.5, 19.5], [47.5, 12.0], [47.5, 10.5], [44.25, 6.0], [39.0, 9.0], [34.5, 12.0], [32.5, 6.0], (0, 0), [22.75, 13.5], [22.75, 15.0], [15.25, 21.0], [19.5, 21.0], [24, 13.5], [44.25, 22.5]]",9,R7
217,191,"[[20.75, 6.0], [20.75, 9.0], [19.5, 21.0], [26, 21.0], [37.75, 21.0], [47.5, 12.0], [24, 6.0], [15.25, 6.0], (0, 0), [20.75, 6.0]]",9,R8
218,224,"[(0, 0), [34.5, 15.0], [34.5, 9.0], [39.0, 9.0], [47.5, 9.0], [47.5, 10.5], [52.0, 13.5], [45.5, 22.5], [19.5, 21.0], (0, 0)]",9,R9
219,166,"[[42.25, 9.0], [41.0, 22.5], [32.5, 18.0], [24, 21.0], [19.5, 21.0], [15.25, 10.5], (0, 0), [42.25, 9.0]]",9,R10
220,285,"[[26, 12.0], [26, 6.0], [37.75, 12.0], [45.5, 10.5], [44.25, 21.0], [39.0, 15.0], [24, 16.5], [20.75, 21.0], [20.75, 16.5], [20.75, 12.0], (0, 0), [15.25, 12.0], [19.5, 21.0], [22.75, 13.5], [22.75, 12.0], [26, 12.0]]",9,R1
221,86,"[(0, 0), [20.75, 22.5], (0, 0)]",9,R2
222,185,"[[22.75, 10.5], [24, 18.0], [24, 19.5], [24, 21.0], [26, 15.0], [37.75, 12.0], [32.5, 6.0], [20.75, 9.0], (0, 0), [22.75, 10.5]]",9,R3
223,177,"[[47.5, 21.0], [31.25, 13.5], [29.25, 6.0], (0, 0), [22.75, 12.0], [19.5, 21.0], [47.5, 21.0]]",9,R4
224,278,"[[19.5, 21.0], [20.75, 6.0], (0, 0), [22.75, 6.0], [26, 6.0], [31.25, 10.5], [31.25, 16.5], [35.75, 16.5], [44.25, 22.5], [42.25, 13.5], [52.0, 9.0], [39.0, 12.0], [19.5, 21.0]]",9,R5
225,80,"[(0, 0), [19.5, 21.0], (0, 0)]",9,R6
226,131,"[[28.0, 18.0], [41.0, 16.5], (0, 0), [28.0, 18.0]]",9,R7
227,216,"[[35.75, 21.0], [35.75, 13.5], [31.25, 22.5], [31.25, 16.5], [19.5, 21.0], [22.75, 13.5], [22.75, 12.0], (0, 0), [24, 10.5], [47.5, 12.0], [35.75, 21.0]]",9,R8
228,249,"[[22.75, 10.5], [19.5, 21.0], [31.25, 16.5], [45.5, 22.5], [47.5, 12.0], [44.25, 10.5], [39.0, 9.0], [37.75, 6.0], [24, 10.5], (0, 0), [22.75, 10.5]]",9,R9
229,124,"[(0, 0), [19.5, 21.0], [37.75, 21.0], (0, 0)]",9,R10
230,217,"[[48.75, 12.0], [41.0, 15.0], [34.5, 19.5], [34.5, 13.5], [32.5, 22.5], [24, 18.0], [19.5, 21.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [48.75, 12.0]]",9,R1
231,80,"[[19.5, 21.0], (0, 0), [19.5, 21.0]]",9,R2
232,104,"[(0, 0), [34.5, 18.0], (0, 0)]",9,R3
233,306,"[[48.75, 9.0], [45.5, 19.5], [37.75, 21.0], [37.75, 13.5], [28.0, 22.5], [24, 21.0], [24, 13.5], [24, 6.0], [20.75, 9.0], (0, 0), [22.75, 12.0], [19.5, 21.0], [26, 13.5], [35.75, 10.5], [39.0, 12.0], [48.75, 9.0]]",9,R4
234,68,"[[19.5, 15.0], (0, 0), [19.5, 15.0]]",9,R5
235,245,"[[22.75, 15.0], [19.5, 21.0], [19.5, 18.0], [20.75, 9.0], (0, 0), [26, 6.0], [28.0, 9.0], [34.5, 16.5], [35.75, 16.5], [48.75, 16.5], [22.75, 15.0]]",9,R6
236,134,"[[35.75, 13.5], [19.5, 21.0], [22.75, 10.5], (0, 0), [35.75, 13.5]]",9,R7
237,207,"[[22.75, 12.0], [19.5, 21.0], [24, 12.0], [24, 13.5], [31.25, 16.5], [39.0, 18.0], [32.5, 9.0], [20.75, 6.0], (0, 0), [22.75, 12.0]]",9,R8
238,247,"[[44.25, 15.0], [35.75, 22.5], [31.25, 19.5], [22.75, 18.0], [19.5, 21.0], [20.75, 15.0], [20.75, 9.0], (0, 0), [24, 6.0], [34.5, 6.0], [37.75, 10.5], [47.5, 9.0], [47.5, 18.0], [44.25, 15.0]]",9,R9
239,231,"[[15.25, 21.0], [19.5, 21.0], [22.75, 21.0], [24, 19.5], [32.5, 21.0], [44.25, 21.0], [45.5, 21.0], [45.5, 19.5], [45.5, 15.0], [47.5, 6.0], [39.0, 9.0], [20.75, 9.0], [20.75, 6.0], (0, 0), [15.25, 21.0]]",9,R10
240,239,"[[34.5, 6.0], [44.25, 10.5], [44.25, 22.5], [45.5, 18.0], [45.5, 13.5], [45.5, 12.0], [52.0, 13.5], [26, 15.0], [26, 18.0], [20.75, 21.0], [19.5, 21.0], (0, 0), [34.5, 6.0]]",9,R1
241,231,"[[44.25, 22.5], [42.25, 16.5], [24, 18.0], [24, 16.5], [24, 21.0], [19.5, 21.0], [22.75, 13.5], [20.75, 9.0], (0, 0), [28.0, 6.0], [31.25, 9.0], [32.5, 18.0], [44.25, 22.5]]",9,R2
242,116,"[[52.0, 6.0], (0, 0), [52.0, 6.0]]",9,R3
243,251,"[[19.5, 12.0], [19.5, 21.0], [37.75, 21.0], [41.0, 16.5], [44.25, 16.5], [45.5, 13.5], [48.75, 21.0], [47.5, 10.5], [32.5, 9.0], [20.75, 9.0], (0, 0), [19.5, 12.0]]",9,R4
244,136,"[(0, 0), [45.5, 22.5], (0, 0)]",9,R5
245,80,"[(0, 0), [19.5, 21.0], (0, 0)]",9,R6
246,205,"[(0, 0), [22.75, 12.0], [19.5, 21.0], [44.25, 16.5], [50.75, 12.0], [31.25, 6.0], [26, 6.0], (0, 0)]",9,R7
247,254,"[[15.25, 10.5], (0, 0), [20.75, 9.0], [52.0, 12.0], [52.0, 10.5], [45.5, 10.5], [45.5, 15.0], [47.5, 21.0], [44.25, 18.0], [41.0, 15.0], [24, 16.5], [15.25, 10.5]]",9,R8
248,217,"[[15.25, 12.0], (0, 0), [20.75, 9.0], [24, 9.0], [34.5, 9.0], [41.0, 13.5], [41.0, 15.0], [26, 19.5], [22.75, 13.5], [15.25, 12.0]]",9,R9
249,145,"[[31.25, 6.0], [22.75, 13.5], (0, 0), [47.5, 6.0], [31.25, 6.0]]",9,R10
250,311,"[[24, 9.0], [24, 12.0], [26, 6.0], [26, 16.5], [28.0, 18.0], [35.75, 21.0], [45.5, 19.5], [47.5, 21.0], [47.5, 9.0], [41.0, 10.5], [41.0, 15.0], [37.75, 13.5], [32.5, 10.5], [15.25, 6.0], [15.25, 10.5], (0, 0), [22.75, 12.0], [24, 9.0]]",9,R1
251,246,"[[45.5, 10.5], [45.5, 13.5], [45.5, 22.5], [44.25, 16.5], [34.5, 16.5], [31.25, 18.0], [26, 15.0], [24, 21.0], [22.75, 13.5], [19.5, 21.0], [20.75, 18.0], [20.75, 9.0], (0, 0), [45.5, 10.5]]",9,R2
252,80,"[[19.5, 21.0], (0, 0), [19.5, 21.0]]",9,R3
253,72,"[[24, 12.0], (0, 0), [24, 12.0]]",9,R4
254,76,"[[26, 12.0], (0, 0), [26, 12.0]]",9,R5
255,82,"[[26, 15.0], (0, 0), [26, 15.0]]",9,R6
256,236,"[[26, 16.5], [31.25, 16.5], [37.75, 21.0], [47.5, 12.0], [47.5, 9.0], [28.0, 9.0], [22.75, 9.0], [22.75, 12.0], [22.75, 6.0], (0, 0), [20.75, 9.0], [20.75, 12.0], [19.5, 21.0], [26, 16.5]]",9,R7
257,216,"[[15.25, 21.0], [20.75, 12.0], (0, 0), [24, 9.0], [31.25, 6.0], [47.5, 10.5], [45.5, 16.5], [22.75, 21.0], [15.25, 21.0]]",9,R8
258,140,"[(0, 0), [47.5, 22.5], (0, 0)]",9,R9
259,92,"[[28.0, 18.0], (0, 0), [28.0, 18.0]]",9,R10
260,195,"[(0, 0), [47.5, 6.0], [45.5, 15.0], [41.0, 13.5], [35.75, 22.5], [32.5, 9.0], [24, 6.0], (0, 0)]",9,R1
261,224,"[[35.75, 12.0], [47.5, 6.0], [50.75, 12.0], [45.5, 15.0], [41.0, 15.0], [24, 16.5], [24, 10.5], (0, 0), [35.75, 12.0]]",9,R2
262,201,"[[32.5, 6.0], [32.5, 10.5], [32.5, 15.0], [50.75, 13.5], [47.5, 19.5], [44.25, 15.0], [41.0, 15.0], [41.0, 10.5], (0, 0), [32.5, 6.0]]",9,R3
263,267,"[[41.0, 15.0], [39.0, 13.5], [35.75, 21.0], [32.5, 18.0], [32.5, 6.0], [29.25, 6.0], [29.25, 13.5], (0, 0), [44.25, 9.0], [50.75, 10.5], [52.0, 13.5], [41.0, 15.0]]",9,R4
264,246,"[[41.0, 10.5], [44.25, 10.5], [47.5, 6.0], [45.5, 10.5], [42.25, 18.0], [22.75, 19.5], (0, 0), [24, 6.0], [34.5, 12.0], [41.0, 10.5]]",9,R5
265,216,"[[20.75, 18.0], [34.5, 21.0], [41.0, 15.0], [47.5, 21.0], [45.5, 15.0], [45.5, 12.0], [44.25, 10.5], [24, 9.0], [24, 6.0], (0, 0), [20.75, 18.0]]",9,R6
